"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"CTSH","Pro-cathepsin H",0.99,"Up in X3",6.019,15.28427989307,2.31555371394213e-08,19.63,11,9.58121071705983e-07,1.13410014855457e-07,4.8319510741421e-06
"EHHADH","Peroxisomal bifunctional enzyme",0.69,"Up in X3",6.014,15.2564309745596,2.35734217505384e-08,19.95,37,9.68638447902332e-07,3.65624189137359e-07,9.83362875966252e-06
"GSTT1","Glutathione S-transferase theta-1",1.3,"Up in X3",6.005,15.212523236306,2.4249133720582e-08,18.04,17,9.89531891204716e-07,1.26541836560515e-07,5.09352412876575e-06
"AK3","GTP:AMP phosphotransferase AK3, mitochondrial",0.52,"Up in X3",6.001,15.1905680764122,2.45949336130034e-08,23.15,23,9.96768645124253e-07,6.96299195822832e-07,1.45070504988862e-05
"P4HB","Protein disulfide-isomerase",0.48,"Up in X3",5.994,15.1523750969876,2.52094109518813e-08,24.14,51,1.0147216639611e-06,1.20851812675981e-06,2.14738791472607e-05
"AMN","Protein amnionless",2.1,"Up in X3",5.977,15.0837717927204,2.63557666922466e-08,16.67,7,1.05369642917583e-06,8.87316481963656e-08,4.30631717064009e-06
"RNASET2","Ribonuclease T2",1.27,"Up in X3",5.976,15.0556839157126,2.68414650961545e-08,19.87,12,1.05715566560527e-06,1.2293287495728e-07,5.05134598001547e-06
"SUMF2","Inactive C-alpha-formylglycine-generating enzyme 2",0.98,"Up in X3",5.976,15.0478720033579,2.69782838442446e-08,19.88,12,1.05715566560527e-06,1.40517697718062e-07,5.36704743561655e-06
"UTP4","U3 small nucleolar RNA-associated protein 4 homolog",-0.8,"Up in X1",5.976,-15.0639002698284,2.66983815114015e-08,18.75,10,1.05715566560527e-06,1.2514625782828e-07,5.07185210664338e-06
"DHRS4","Dehydrogenase/reductase SDR family member 4",0.92,"Up in X3",5.968,15.009469248638,2.7662062227004e-08,19.35,11,1.07681856708673e-06,1.37340337618456e-07,5.34633406373951e-06
"PES1","Pescadillo homolog",-0.56,"Up in X1",5.962,-14.977561143002,2.82446316881108e-08,19.62,15,1.09231036404282e-06,3.95973720961246e-07,1.03225571159647e-05
"MBOAT7","Lysophospholipid acyltransferase 7",0.86,"Up in X3",5.957,14.9505907812411,2.87475237008233e-08,19.31,8,1.10453959569981e-06,8.26690018680527e-08,4.11052507607788e-06
"DDX47","Probable ATP-dependent RNA helicase DDX47",-0.61,"Up in X1",5.948,-14.9108232081405,2.9506993262191e-08,19.55,14,1.12640567182183e-06,3.09146222330665e-07,8.62838772420069e-06
"MGST3","Microsomal glutathione S-transferase 3",1.33,"Up in X3",5.913,14.7773457928958,3.22210048589069e-08,17.99,4,1.2221261907061e-06,2.14775626730842e-08,1.65042517320311e-06
"COLGALT1","Procollagen galactosyltransferase 1",0.39,"Up in X3",5.91,14.7578696539878,3.26393515181517e-08,20.32,23,1.23010855371276e-06,2.36281543651826e-06,3.41025337117427e-05
"CEMIP","Cell migration-inducing and hyaluronan-binding protein",-1.96,"Up in X1",5.902,-14.721876668259,3.34282029343604e-08,17.45,41,1.25186504280133e-06,1.48625029301032e-07,5.45522317355516e-06
"C2CD5","C2 domain-containing protein 5",0.86,"Up in X3",5.9,14.701844439513,3.38762612480898e-08,17.36,8,1.26024243264946e-06,9.66372475461107e-08,4.53811582325665e-06
"PGM2","Phosphoglucomutase-2",0.69,"Up in X3",5.9,14.692924816123,3.40778754814794e-08,18.8,21,1.26024243264946e-06,3.82706965435964e-07,1.00643427310427e-05
"STIM1","Stromal interaction molecule 1",0.57,"Up in X3",5.864,14.5594021458109,3.72582145768089e-08,19.83,16,1.36929724006819e-06,5.08512372843354e-07,1.1845935866591e-05
"ACLY","ATP-citrate synthase",0.56,"Up in X3",5.86,14.5274401535749,3.80667674919322e-08,21.49,40,1.38081935574189e-06,8.99556299900804e-07,1.73943615245525e-05
"CDK5RAP3","CDK5 regulatory subunit-associated protein 3",0.48,"Up in X3",5.86,14.5306917219568,3.79836410660872e-08,19.62,19,1.38081935574189e-06,9.46649967667419e-07,1.80107005102512e-05
"NIT1","Deaminated glutathione amidase",1.11,"Up in X3",5.86,14.5029499740377,3.86992901324341e-08,17.4,9,1.38081935574189e-06,1.41198423236303e-07,5.36704743561655e-06
"PPT1","Palmitoyl-protein thioesterase 1",-0.65,"Up in X1",5.86,-14.5145990694819,3.83969999899684e-08,18.73,10,1.38081935574189e-06,1.90474058099653e-07,6.50818043285743e-06
"TM7SF2","Delta(14)-sterol reductase TM7SF2",1.79,"Up in X3",5.86,14.5014442734956,3.87385521468911e-08,18.24,6,1.38081935574189e-06,1.08332617460238e-07,4.71961537102304e-06
"DECR1","2,4-dienoyl-CoA reductase, mitochondrial",0.66,"Up in X3",5.857,14.4839671257266,3.91974804854645e-08,21.19,18,1.38881132953589e-06,4.25220973905916e-07,1.07436333919741e-05
"ANXA4","Annexin A4",1.44,"Up in X3",5.856,14.4533603768784,4.00155673584061e-08,21.81,34,1.39354715604414e-06,2.00366182345938e-07,6.7361744371643e-06
"IKBIP","Inhibitor of nuclear factor kappa-B kinase-interacting protein",0.64,"Up in X3",5.856,14.4525422109644,4.00376908107999e-08,20.1,18,1.39354715604414e-06,4.5912100315216e-07,1.11634944840874e-05
"PNPO","Pyridoxine-5'-phosphate oxidase",1.01,"Up in X3",5.856,14.4624233517496,3.97713941054773e-08,19.05,13,1.39354715604414e-06,2.04120050480517e-07,6.78346062111829e-06
"PC","Pyruvate carboxylase, mitochondrial",0.68,"Up in X3",5.849,14.4189763988754,4.09569548862361e-08,20.28,47,1.41720644480619e-06,5.57876335891709e-07,1.25036146949668e-05
"GSN","Gelsolin",1.17,"Up in X3",5.843,14.3925346632875,4.16973705192671e-08,18.84,26,1.43443803117734e-06,2.35279206514345e-07,7.3658574864835e-06
"GALM","Galactose mutarotase",0.92,"Up in X3",5.842,14.3790470045216,4.20806767917817e-08,20.63,17,1.43925644264146e-06,2.67218667068982e-07,7.87593213773293e-06
"PRDX5","Peroxiredoxin-5, mitochondrial",0.52,"Up in X3",5.832,14.3360984209395,4.33271335906336e-08,22.19,13,1.47337154859643e-06,4.90559173050181e-07,1.15184072497536e-05
"LDHD","Probable D-lactate dehydrogenase, mitochondrial",2.2,"Up in X3",5.823,14.2978088767828,4.44724714494954e-08,16.45,6,1.50367779180951e-06,1.35160030892565e-07,5.29630399199542e-06
"RCN1","Reticulocalbin-1",0.62,"Up in X3",5.818,14.2723134342742,4.52534501326535e-08,18.96,15,1.52139013883472e-06,4.50965150737563e-07,1.11181699871423e-05
"SH3BGRL","SH3 domain-binding glutamic acid-rich-like protein",2.08,"Up in X3",5.817,14.2604695021987,4.56213460647274e-08,16.4,5,1.52509324669487e-06,1.1797846126951e-07,4.95091173994107e-06
"ECI2","Enoyl-CoA delta isomerase 2",0.64,"Up in X3",5.816,14.2432903917997,4.61607885839437e-08,20.16,17,1.52588483827483e-06,4.86349567884629e-07,1.15184072497536e-05
"NADSYN1","Glutamine-dependent NAD(+) synthetase",1.22,"Up in X3",5.816,14.2436749096838,4.61486382713756e-08,16.8,7,1.52588483827483e-06,1.24059611643867e-07,5.06248773859834e-06
"LGALS3","Galectin-3",1.19,"Up in X3",5.813,14.2240574627801,4.67730130745273e-08,21.16,12,1.53753287978877e-06,2.05212007973665e-07,6.78346062111829e-06
"ARHGAP1","Rho GTPase-activating protein 1",0.86,"Up in X3",5.809,14.2019932115138,4.74863229334951e-08,19.11,15,1.55235675578724e-06,2.95949873070032e-07,8.50065727648243e-06
"CHCHD2","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2",-1.37,"Up in X1",5.799,-14.152541556431,4.91286288899437e-08,17.99,3,1.58849233410818e-06,9.78739687920252e-09,1.11369283335079e-06
"DDX24","ATP-dependent RNA helicase DDX24",-1.04,"Up in X1",5.799,-14.1539056716366,4.90825020190727e-08,18.38,15,1.58849233410818e-06,2.56438060369061e-07,7.68455627932294e-06
"NOSIP","Nitric oxide synthase-interacting protein",-0.82,"Up in X1",5.782,-14.0873877216796,5.13879519302271e-08,17.71,8,1.65251364984323e-06,1.41500659110391e-07,5.36704743561655e-06
"NIT2","Omega-amidase NIT2",0.52,"Up in X3",5.776,14.0615063794958,5.23167555227969e-08,18.66,20,1.67328779691021e-06,9.52829733160798e-07,1.80396504625054e-05
"CD320","CD320 antigen",-1.72,"Up in X1",5.773,-14.0422654577071,5.30191486113165e-08,17.83,4,1.68651619880689e-06,8.17607359310993e-08,4.09981588562979e-06
"SLC25A24","Calcium-binding mitochondrial carrier protein SCaMC-1",0.74,"Up in X3",5.773,14.0346387610446,5.33004105419788e-08,19.78,13,1.68651619880689e-06,3.39486738323247e-07,9.34299084027282e-06
"GSTZ1","Maleylacetoacetate isomerase",1.13,"Up in X3",5.773,14.0264864147633,5.36028628662057e-08,18.01,6,1.68706457223053e-06,1.00662258629224e-07,4.54941621440291e-06
"FTCD","Formimidoyltransferase-cyclodeaminase",0.7,"Up in X3",5.772,14.0098206460465,5.42270196820423e-08,19.85,26,1.69150915800716e-06,5.66896583035492e-07,1.25779771063269e-05
"PDCD11","Protein RRP5 homolog",-0.41,"Up in X1",5.772,-14.0074664716907,5.43158255909008e-08,19.45,56,1.69150915800716e-06,3.35813210357729e-06,4.37666688477243e-05
"BLVRB","Flavin reductase (NADPH)",1.07,"Up in X3",5.766,13.9647396514479,5.59555457858095e-08,18.64,10,1.71548686225199e-06,2.20119329485785e-07,7.07851126395321e-06
"GGT7","Glutathione hydrolase 7",1.12,"Up in X3",5.766,13.9680264096021,5.58275078144297e-08,17.19,6,1.71548686225199e-06,1.03228961721869e-07,4.62731641294167e-06
"MDN1","Midasin",-0.64,"Up in X1",5.766,-13.9697427914607,5.57607723025718e-08,17.65,34,1.71548686225199e-06,7.61932679613696e-07,1.55998465926444e-05
"MYO1D","Unconventional myosin-Id",1.24,"Up in X3",5.765,13.9559441610343,5.6299762255098e-08,18.61,32,1.71714274878049e-06,2.9549293461912e-07,8.50065727648243e-06
"DHCR7","7-dehydrocholesterol reductase",0.78,"Up in X3",5.755,13.9099642493168,5.81373114046708e-08,22.09,10,1.75826176734789e-06,2.50660880763222e-07,7.68455627932294e-06
"GGH","Gamma-glutamyl hydrolase",0.65,"Up in X3",5.755,13.9001151680448,5.85393895838322e-08,20.37,16,1.75826176734789e-06,5.29311014994318e-07,1.2045897214313e-05
"LMAN1","Protein ERGIC-53",0.49,"Up in X3",5.755,13.9007086291101,5.85150762865522e-08,21.37,18,1.75826176734789e-06,1.09035439755434e-06,1.97902667801505e-05
"HEATR1","HEAT repeat-containing protein 1",-0.6,"Up in X1",5.753,-13.886127068607,5.91156734473384e-08,19.81,43,1.76660323125203e-06,9.61104010837579e-07,1.80534997845268e-05
"P3H1","Prolyl 3-hydroxylase 1",0.7,"Up in X3",5.748,13.8636782715552,6.00535296235093e-08,18.68,13,1.78561173257439e-06,3.96965941393611e-07,1.03225571159647e-05
"MPST","3-mercaptopyruvate sulfurtransferase",0.44,"Up in X3",5.734,13.8088517769538,6.2413151323306e-08,20.48,22,1.84649308190001e-06,1.88626173978562e-06,2.93710808271356e-05
"DNTTIP2","Deoxynucleotidyltransferase terminal-interacting protein 2",-0.56,"Up in X1",5.731,-13.7932140498787,6.31046099971153e-08,18.38,14,1.8576615788703e-06,6.32804334590243e-07,1.35173402446587e-05
"LGALS2","Galectin-2",1.02,"Up in X3",5.724,13.7637519400914,6.44302112072996e-08,18.7,10,1.88729485006729e-06,2.52716722086821e-07,7.68455627932294e-06
"SUCLG2","Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",0.59,"Up in X3",5.722,13.7502385896565,6.50483812923796e-08,20.9,20,1.89601611875374e-06,8.04748569801818e-07,1.62515265785575e-05
"UTP11","Probable U3 small nucleolar RNA-associated protein 11",-0.77,"Up in X1",5.717,-13.7261417732471,6.61668455413059e-08,19.07,10,1.91916286797994e-06,2.81179223644899e-07,8.17468181405215e-06
"ASL","Argininosuccinate lyase",0.74,"Up in X3",5.71,13.6908896846741,6.78411427043207e-08,18.7,15,1.9486215601042e-06,4.6279073858815e-07,1.11641313751462e-05
"ASNS","Asparagine synthetase [glutamine-hydrolyzing]",-1.01,"Up in X1",5.71,-13.6951296390253,6.76373372785478e-08,18.9,13,1.9486215601042e-06,3.2055556955435e-07,8.86321170585554e-06
"FUCA2","Plasma alpha-L-fucosidase",0.74,"Up in X3",5.694,13.6098854537045,7.18666379937299e-08,19.06,13,2.0242967176859e-06,4.29403315807657e-07,1.07436333919741e-05
"ORM1","Alpha-1-acid glycoprotein 1",-1.61,"Up in X1",5.694,-13.6234105186671,7.11767374556617e-08,16.07,3,2.0242967176859e-06,4.50869114248853e-08,2.80353752418039e-06
"PDIA6","Protein disulfide-isomerase A6",0.37,"Non-significant",5.694,13.6022802399753,7.22577809866284e-08,23.71,32,2.0242967176859e-06,4.82545192916315e-06,5.62051162694062e-05
"TGFB1","Transforming growth factor beta-1 proprotein",-3.46,"Up in X1",5.694,-13.6147123467609,7.16195875340754e-08,15.96,4,2.0242967176859e-06,2.06921048879628e-07,6.80195470122645e-06
"UTP20","Small subunit processome component 20 homolog",-0.48,"Up in X1",5.694,-13.5970435545067,7.25284610696992e-08,18.95,35,2.0242967176859e-06,2.05011236730991e-06,3.11838428724234e-05
"WDR12","Ribosome biogenesis protein WDR12",-0.42,"Up in X1",5.694,-13.6290288317778,7.08922838814e-08,19.41,15,2.0242967176859e-06,1.47817295284249e-06,2.49429879145932e-05
"CYP2S1","Cytochrome P450 2S1",0.91,"Up in X3",5.691,13.5811024815345,7.33592881237287e-08,18.67,9,2.03787280670471e-06,2.54744935750708e-07,7.68455627932294e-06
"AFMID","Kynurenine formamidase",3.26,"Up in X3",5.689,13.5552686320838,7.472789020498e-08,16.02,6,2.04728641802393e-06,2.40777412850218e-07,7.49831553597232e-06
"LPCAT4","Lysophospholipid acyltransferase LPCAT4",2.09,"Up in X3",5.689,13.5551140830756,7.47361612799e-08,14.87,5,2.04728641802393e-06,1.92515885929891e-07,6.50923712598378e-06
"UTRN","Utrophin",0.46,"Up in X3",5.689,13.5671681650114,7.40940514691128e-08,18.42,77,2.04728641802393e-06,2.65877634486587e-06,3.71037255485174e-05
"TRIM24","Transcription intermediary factor 1-alpha",-0.5,"Up in X1",5.687,-13.5412938916519,7.54798446911679e-08,18.21,12,2.0581301430306e-06,6.78481361541993e-07,1.4236078781007e-05
"GNL2","Nucleolar GTP-binding protein 2",-1.09,"Up in X1",5.686,-13.5329933360393,7.59303946699771e-08,18.04,14,2.06091809753328e-06,3.51485174483523e-07,9.58404505723043e-06
"NT5DC2","5'-nucleotidase domain-containing protein 2",0.73,"Up in X3",5.682,13.5149944085528,7.69174994142243e-08,18.74,11,2.07817737001811e-06,3.79305219511679e-07,1.00194151064759e-05
"AK2","Adenylate kinase 2, mitochondrial",0.58,"Up in X3",5.671,13.470877051723,7.93968452424907e-08,22.44,15,2.1354142422719e-06,7.65772458371929e-07,1.56243987454714e-05
"RRP1B","Ribosomal RNA processing protein 1 homolog B",-0.55,"Up in X1",5.669,-13.459973582718,8.00229829807817e-08,19.46,20,2.14251579320038e-06,1.08917019401659e-06,1.97902667801505e-05
"CSTB","Cystatin-B",0.87,"Up in X3",5.653,13.3951528750179,8.38585858518181e-08,20.38,8,2.22507288109959e-06,2.34571187448815e-07,7.3658574864835e-06
"XRN2","5'-3' exoribonuclease 2",-0.36,"Non-significant",5.653,-13.401157453537,8.3494969064444e-08,19.64,25,2.22507288109959e-06,5.52259899379181e-06,6.21239890613425e-05
"GEMIN4","Gem-associated protein 4",-0.58,"Up in X1",5.648,-13.3724487904723,8.52491937493272e-08,17.35,12,2.24669761799441e-06,5.9416189941872e-07,1.29864883563344e-05
"MCM3","DNA replication licensing factor MCM3",-0.72,"Up in X1",5.648,-13.3694784167037,8.5432983614795e-08,19.01,22,2.24669761799441e-06,7.07473670079928e-07,1.46367891813389e-05
"CPD","Carboxypeptidase D",-0.48,"Up in X1",5.645,-13.3510071031935,8.65856488568584e-08,20.06,24,2.26693488622138e-06,1.89389140263781e-06,2.94124814420155e-05
"VIL1","Villin-1",0.43,"Up in X3",5.643,13.3405667254555,8.72446704694924e-08,21.33,37,2.27412649853739e-06,3.32995387047838e-06,4.35010185480335e-05
"GPD1L","Glycerol-3-phosphate dehydrogenase 1-like protein",0.86,"Up in X3",5.642,13.3306350197063,8.78766743489729e-08,17.45,9,2.28055386895997e-06,3.00982394626665e-07,8.56208090868257e-06
"CTSD","Cathepsin D",0.48,"Up in X3",5.625,13.2651149831857,9.21735478178386e-08,23.01,21,2.37126470625283e-06,1.77152523153906e-06,2.8177727943593e-05
"OSBP","Oxysterol-binding protein 1",0.49,"Up in X3",5.625,13.2680644861672,9.19752560058417e-08,18.22,20,2.37126470625283e-06,1.58723896334904e-06,2.60343091395861e-05
"ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic",1.18,"Up in X3",5.615,13.2271707296492,9.47665971786455e-08,19.28,17,2.42741972080539e-06,4.3032636706065e-07,1.07436333919741e-05
"ACY1","Aminoacylase-1",0.95,"Up in X3",5.605,13.1850193766933,9.77409832148525e-08,20.78,20,2.48211758661924e-06,5.41643435322574e-07,1.22410206621819e-05
"PRXL2A","Peroxiredoxin-like 2A",0.73,"Up in X3",5.605,13.187489745407,9.75638769906683e-08,21.26,11,2.48211758661924e-06,4.64150129843834e-07,1.11641313751462e-05
"SORT1","Sortilin",0.69,"Up in X3",5.597,13.1542362739154,9.9977607123792e-08,18.98,11,2.52806624509178e-06,4.96470863613634e-07,1.16111387351853e-05
"NOC4L","Nucleolar complex protein 4 homolog",-0.57,"Up in X1",5.597,-13.1465966163748,1.00541308397378e-07,19.05,19,2.53150179483952e-06,1.15617856056096e-06,2.07306319479975e-05
"SULT1A3","Sulfotransferase 1A3",0.7,"Up in X3",5.581,13.09073592752,1.04770156206398e-07,20.88,12,2.62680090793754e-06,5.67571385396194e-07,1.25779771063269e-05
"EIF4G2","Eukaryotic translation initiation factor 4 gamma 2",-0.41,"Up in X1",5.569,-13.0502780168438,1.07954245547905e-07,19.33,22,2.69521211353144e-06,3.32624543378545e-06,4.35010185480335e-05
"BYSL","Bystin",-0.58,"Up in X1",5.553,-12.975754082578,1.14099746312661e-07,18.88,8,2.80136182129466e-06,2.47632268503491e-07,7.6714143075139e-06
"GALK1","Galactokinase",1.16,"Up in X3",5.553,12.9924781960398,1.12688069766204e-07,19.44,19,2.80136182129466e-06,5.16658750480932e-07,1.18596973593724e-05
"PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",0.74,"Up in X3",5.553,12.9764307024152,1.1404225948605e-07,19.59,38,2.80136182129466e-06,9.64329346118901e-07,1.80567618385618e-05
"SLC1A5","Neutral amino acid transporter B(0)",-0.74,"Up in X1",5.553,-12.9833808394183,1.13453592107107e-07,21.04,10,2.80136182129466e-06,4.60350288003602e-07,1.11634944840874e-05
"CPLX2","Complexin-2",-1.27,"Up in X1",5.547,-12.9482540935606,1.16463203473762e-07,19.14,3,2.83592315643323e-06,2.5482535869817e-08,1.81662849086394e-06
"ERGIC1","Endoplasmic reticulum-Golgi intermediate compartment protein 1",0.81,"Up in X3",5.547,12.9482219071445,1.16466000847267e-07,18.02,7,2.83592315643323e-06,2.25062163775223e-07,7.15963883364514e-06
"ASPH","Aspartyl/asparaginyl beta-hydroxylase",0.75,"Up in X3",5.542,12.9261310491408,1.18403383057422e-07,21.1,32,2.87128203914247e-06,9.33714102479898e-07,1.78795674575196e-05
"PIGS","GPI transamidase component PIG-S",0.61,"Up in X3",5.541,12.9174438793351,1.19174876256562e-07,18.18,15,2.87819486861257e-06,9.54802784855803e-07,1.80396504625054e-05
"GGACT","Gamma-glutamylaminecyclotransferase",2.74,"Up in X3",5.541,12.9110644997574,1.19744915737891e-07,15.11,4,2.88020596106138e-06,3.06835233228238e-07,8.60447428915397e-06
"DDX27","Probable ATP-dependent RNA helicase DDX27",-0.52,"Up in X1",5.539,-12.9016041514543,1.20595752179545e-07,20.38,26,2.88892739128084e-06,1.87989819997363e-06,2.93492286259735e-05
"BAAT","Bile acid-CoA:amino acid N-acyltransferase",2.91,"Up in X3",5.537,12.8851906388607,1.22087650391058e-07,15.4,9,2.90548380720152e-06,4.0479510932641e-07,1.04592692658706e-05
"USP36","Ubiquitin carboxyl-terminal hydrolase 36",-0.95,"Up in X1",5.537,-12.8832108014838,1.22268965352912e-07,19.15,9,2.90548380720152e-06,4.07266169034718e-07,1.04765034849551e-05
"DCXR","L-xylulose reductase",0.54,"Up in X3",5.529,12.8549060842819,1.24893558006823e-07,22.6,8,2.95598073090548e-06,2.49794516500625e-07,7.68455627932294e-06
"POLR1G","DNA-directed RNA polymerase I subunit RPA34",-0.75,"Up in X1",5.529,-12.8482317288915,1.25521375142518e-07,17.95,6,2.95900389130789e-06,1.13510427464214e-07,4.8319510741421e-06
"GSS","Glutathione synthetase",0.71,"Up in X3",5.516,12.8022739725213,1.29939107603208e-07,20,23,3.0509908717785e-06,1.01931954619249e-06,1.87891394231183e-05
"CASK","Peripheral plasma membrane protein CASK",0.53,"Up in X3",5.514,12.791600003574,1.30989283175404e-07,17.72,15,3.06349244485716e-06,1.30344635536188e-06,2.26172788406928e-05
"UTP14A","U3 small nucleolar RNA-associated protein 14 homolog C;U3 small nucleolar RNA-associated protein 14 homolog A",-0.68,"Up in X1",5.499,-12.7419276825182,1.35999880014092e-07,18.98,6,3.16815468521016e-06,8.89446525505781e-08,4.30631717064009e-06
"SDAD1","Protein SDA1 homolog",-0.79,"Up in X1",5.499,-12.7364466327487,1.36565472269545e-07,18.17,8,3.16885450752509e-06,3.60811555229437e-07,9.79322005638798e-06
"ATXN2L","Ataxin-2-like protein",-0.5,"Up in X1",5.482,-12.6793072660462,1.42617193198747e-07,21.16,19,3.29635129748823e-06,1.9297486524311e-06,2.98128532021796e-05
