Genes,ProtDesc,X1_vs_X1H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
APOL1,Apolipoprotein L1,1.31,Up in X1H,5.476,13.6244417366359,7.89989417321566e-8,17.04,3,3.33883384449407e-6,9.169462432069171e-9,6.61654990372601e-7,1.31
AHNAK,Neuroblast differentiation-associated protein AHNAK,-0.55,Up in X1,5.464,-13.5755199842046,8.1780538366834e-8,20.61,185,3.431882592316e-6,2.00014270679213e-6,6.16398145629637e-5,-0.55
ILK,Integrin-linked protein kinase,1.9,Up in X1H,5.395,13.3405990106585,9.67178458492324e-8,17.57,3,4.03013728091485e-6,8.68236976767235e-8,4.31710772397625e-6,1.9
LCAT,Phosphatidylcholine-sterol acyltransferase,4.95,Up in X1H,5.393,13.3242812368771,9.78611252394827e-8,16.21,1,4.04926068560853e-6,2.15898687474835e-7,9.32461703495329e-6,4.95
SMAP2,Stromal membrane-associated protein 2,-1.23,Up in X1,5.386,-13.2949902015157,9.99506213167265e-8,16.35,4,4.10699879396577e-6,4.75253730729663e-8,2.60524251093226e-6,-1.23
DMBT1,Deleted in malignant brain tumors 1 protein,3.94,Up in X1H,5.386,13.2844170645905,1.00716810503309e-7,16.07,3,4.10994046722811e-6,2.33153517741306e-7,9.9968794527196e-6,3.94
GBA,Lysosomal acid glucosylceramidase,1.21,Up in X1H,5.375,13.2405445426559,1.03965410092709e-7,18.94,4,4.21344747615451e-6,4.70244700314787e-8,2.60524251093226e-6,1.21
UGT1A1,UDP-glucuronosyltransferase 1-6;UDP-glucuronosyltransferase 1A1,-0.97,Up in X1,5.372,-13.219704111791,1.05548575932938e-7,20.94,11,4.24850968568159e-6,3.93302652181357e-7,1.61609152288687e-5,-0.97
TIMP1,Metalloproteinase inhibitor 1,1.34,Up in X1H,5.364,13.1847663569877,1.08262146356991e-7,18.08,4,4.32829135131296e-6,7.36468916090239e-8,3.78929267522256e-6,1.34
AKR1B10,Aldo-keto reductase family 1 member B10,-0.64,Up in X1,5.302,-12.9822392385735,1.25575258696899e-7,22.02,28,4.9867705081178e-6,1.38743966195943e-6,4.49449981752871e-5,-0.64
FDFT1,Squalene synthase,-0.93,Up in X1,5.237,-12.7710514673501,1.46910758528723e-7,20.76,19,5.7951397214297e-6,7.353324528793e-7,2.84376609391295e-5,-0.93
NOTUM,Palmitoleoyl-protein carboxylesterase NOTUM,3.24,Up in X1H,5.237,12.7613447444187,1.47982408933096e-7,18.96,10,5.79875439508034e-6,4.32084320070118e-7,1.76320201507234e-5,3.24
NADSYN1,Glutamine-dependent NAD(+) synthetase,1.07,Up in X1H,5.198,12.6340053689411,1.62861636614039e-7,16.72,7,6.33981778845572e-6,3.3371914213079e-7,1.40043699573609e-5,1.07
C2,Complement C2,2.06,Up in X1H,5.184,12.5839607987047,1.6915058286105e-7,16.46,10,6.54159476332572e-6,4.96968239580071e-7,2.00038168271788e-5,2.06
GALM,Galactose mutarotase,-0.87,Up in X1,5.162,-12.5085311119341,1.79136988273079e-7,19.74,17,6.8828153221546e-6,8.94202710000429e-7,3.3259217751846e-5,-0.87
DYNC1H1,Cytoplasmic dynein 1 heavy chain 1,0.34,Non-significant,5.158,12.4870208656342,1.82101628535754e-7,20.52,181,6.95158281320037e-6,2.04285269557386e-5,3.2936129154524e-4,0.34
SELENBP1,Methanethiol oxidase,-0.82,Up in X1,5.106,-12.3242526598932,2.06353564624664e-7,18.34,22,7.82688488387269e-6,1.18353527350527e-6,4.0953088966846e-5,-0.82
OAT,"Ornithine aminotransferase, mitochondrial",0.58,Up in X1H,5.083,12.2457974986077,2.19286250360709e-7,21.63,25,8.26443785595105e-6,2.34494269550709e-6,6.80212143593752e-5,0.58
CRYL1,Lambda-crystallin homolog,0.56,Up in X1H,5.075,12.2087506701007,2.25698863724789e-7,18.28,13,8.41430151785248e-6,1.51426026329348e-6,4.84317728535542e-5,0.56
TRIOBP,TRIO and F-actin-binding protein,1.49,Up in X1H,5.075,12.2064329828783,2.2610680096984e-7,17.17,4,8.41430151785248e-6,2.44274763359005e-7,1.03983724805412e-5,1.49
BPIFB2,BPI fold-containing family B member 2,4.68,Up in X1H,5.051,12.1279899794751,2.40400216560515e-7,16.39,5,8.89030050867856e-6,6.36810703180008e-7,2.51200595381074e-5,4.68
DPEP1,Dipeptidase 1,0.91,Up in X1H,5.023,12.0391812305982,2.5778517475654e-7,18.73,7,9.47400545984129e-6,4.68866670205669e-7,1.9001945805527e-5,0.91
USP9X,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,0.67,Up in X1H,5.021,12.0235717473132,2.60980488270699e-7,18.03,40,9.53223178455385e-6,2.27004862279768e-6,6.68252621944968e-5,0.67
RELN,Reelin,4.24,Up in X1H,5.009,11.9804498188585,2.70034836115381e-7,17.8,31,9.80243021653196e-6,7.70174828917227e-7,2.95917172902807e-5,4.24
ABAT,"4-aminobutyrate aminotransferase, mitochondrial",0.4,Up in X1H,5.006,11.9661695008244,2.73108500701981e-7,20.21,32,9.85355486983914e-6,9.203254356266e-6,1.8273710075847e-4,0.4
TAGLN2,Transgelin-2,1.62,Up in X1H,4.999,11.9364812859915,2.79621604422164e-7,16.99,4,1.00274002022178e-5,3.65529559083984e-7,1.52312563457742e-5,1.62
ADI1,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",-0.93,Up in X1,4.989,-11.8859017967828,2.91112254876386e-7,19.57,10,1.0253042929188e-5,8.98813049031571e-7,3.3259217751846e-5,-0.93
SULT1A3,Sulfotransferase 1A3,-0.69,Up in X1,4.989,-11.8904176532851,2.90065652179758e-7,20.19,12,1.0253042929188e-5,1.26927154110019e-6,4.28520436308258e-5,-0.69
TXN,Thioredoxin,-0.85,Up in X1,4.989,-11.8887674893804,2.90447619577706e-7,22.51,9,1.0253042929188e-5,7.99816803827966e-7,3.05323614725811e-5,-0.85
PSAT1,Phosphoserine aminotransferase,-0.58,Up in X1,4.986,-11.8689368819675,2.95081096215788e-7,21.48,17,1.03313304515315e-5,2.34516270564687e-6,6.80212143593752e-5,-0.58
ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",-0.68,Up in X1,4.983,-11.8533830108185,2.98771822237727e-7,19.43,12,1.03990168951802e-5,1.31897551666532e-6,4.38448209669029e-5,-0.68
AMY1A,Pancreatic alpha-amylase,5.33,Up in X1H,4.977,11.8258481611906,3.05429761990254e-7,17.26,5,1.05455018268157e-5,8.0646186862812e-7,3.05886851068755e-5,5.33
NQO1,NAD(P)H dehydrogenase [quinone] 1,-0.63,Up in X1,4.977,-11.8213004198306,3.06544923814822e-7,22.92,12,1.05455018268157e-5,1.45933905404037e-6,4.69288542541134e-5,-0.63
LDLR,Low-density lipoprotein receptor,1.29,Up in X1H,4.934,11.6914428201765,3.40342195251848e-7,17.92,13,1.16404899959837e-5,1.08751143341731e-6,3.83434244086544e-5,1.29
ADD3,Gamma-adducin,0.46,Up in X1H,4.929,11.6691806302632,3.46534888329539e-7,19.16,13,1.17841777830223e-5,2.86129710143327e-6,7.83809951350957e-5,0.46
SHTN1,Shootin-1,-0.92,Up in X1,4.912,-11.615757115398,3.61903788100425e-7,17.32,14,1.22364840810869e-5,1.39005148995733e-6,4.49449981752871e-5,-0.92
GPHN,Gephyrin,-0.8,Up in X1,4.905,-11.5882596611343,3.70103246208707e-7,17.79,11,1.24426187944143e-5,1.29053777876366e-6,4.31418759149412e-5,-0.8
EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",-0.49,Up in X1,4.89,-11.5390911364944,3.85275242708184e-7,17.5,13,1.28795119271431e-5,2.74938297862046e-6,7.56655771371964e-5,-0.49
SERBP1,Plasminogen activator inhibitor 1 RNA-binding protein,-0.65,Up in X1,4.879,-11.5006610318657,3.97606775481628e-7,20.86,17,1.32170746658696e-5,2.37848322882206e-6,6.86511476338541e-5,-0.65
CYP2S1,Cytochrome P450 2S1,0.66,Up in X1H,4.875,11.482174956834,4.0369163596076e-7,18.54,9,1.3344376592066e-5,1.08633127205149e-6,3.83434244086544e-5,0.66
ACOX2,Peroxisomal acyl-coenzyme A oxidase 2,-0.46,Up in X1,4.863,-11.4420172202372,4.17263342430623e-7,18.05,25,1.37163733175667e-5,6.53851055439172e-6,1.4382292546593e-4,-0.46
METTL7A,Methyltransferase-like protein 7A,-0.48,Up in X1,4.832,-11.3501541089874,4.50221288460403e-7,20.06,9,1.47180075349183e-5,1.20315647931255e-6,4.11507334571811e-5,-0.48
CTSZ,Cathepsin Z,4.26,Up in X1H,4.83,11.337455988273,4.54996425193591e-7,15.83,1,1.47923837795081e-5,9.11733348405773e-7,3.35076162889252e-5,4.26
ACOT13,Acyl-coenzyme A thioesterase 13,0.99,Up in X1H,4.812,11.2806432740693,4.77048750629869e-7,19.57,4,1.54245762703658e-5,1.63464719053492e-7,7.44015955876549e-6,0.99
PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase E",-1.56,Up in X1,4.803,-11.2508518842186,4.89076850058165e-7,19.14,2,1.57275419662726e-5,1.58638853934853e-7,7.37082946128142e-6,-1.56
HMGCS1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",-0.85,Up in X1,4.796,-11.2232293373649,5.00525617365676e-7,18.77,16,1.60087031240687e-5,2.07133032735241e-6,6.2851597676637e-5,-0.85
PRDX6,Peroxiredoxin-6,-0.66,Up in X1,4.794,-11.2117154390139,5.05383934235243e-7,22.7,20,1.60771867681179e-5,3.09744087024719e-6,8.29301250192426e-5,-0.66
ATXN2L,Ataxin-2-like protein,-0.44,Up in X1,4.793,-11.2028671789852,5.09152466069058e-7,21.19,19,1.61104553033723e-5,7.00354639934558e-6,1.5069085107246e-4,-0.44
AGL,Glycogen debranching enzyme,1.01,Up in X1H,4.783,11.1623953969162,5.26785187557441e-7,17.29,31,1.64919997607269e-5,2.15571667928537e-6,6.40973647805603e-5,1.01
VCAN,Versican core protein,2.79,Up in X1H,4.783,11.1656064531493,5.25362123695523e-7,15.11,4,1.64919997607269e-5,1.12753357641875e-6,3.94770187672765e-5,2.79
PHGDH,D-3-phosphoglycerate dehydrogenase,-0.43,Up in X1,4.777,-11.1416215833692,5.36093953258025e-7,21.48,24,1.66950943233039e-5,8.81849583431708e-6,1.7687810119204e-4,-0.43
EXT1,Exostosin-1,3.86,Up in X1H,4.748,11.0552565529922,5.76765661333993e-7,16.17,4,1.78676566393363e-5,1.36188087462564e-6,4.49449981752871e-5,3.86
TEX13B,Testis-expressed protein 13B,-3.42,Up in X1,4.746,-11.042828022828,5.82890847735192e-7,15.83,2,1.79633601356726e-5,1.07921094408824e-6,3.83434244086544e-5,-3.42
GPI,Glucose-6-phosphate isomerase,-0.61,Up in X1,4.716,-10.9571877908145,6.2707794840043e-7,20.7,22,1.92249752367116e-5,4.32234900071168e-6,1.075444952247e-4,-0.61
UMPS,Uridine 5'-monophosphate synthase,-0.52,Up in X1,4.711,-10.9385441206959,6.37174269904342e-7,18.92,15,1.94338152320824e-5,4.45065605177522e-6,1.092719164247e-4,-0.52
BMP4,Bone morphogenetic protein 4,2.68,Up in X1H,4.706,10.9187032429429,6.48114178471667e-7,15.85,3,1.9666110738548e-5,1.17367160238118e-6,4.08506757134673e-5,2.68
FUCA2,Plasma alpha-L-fucosidase,0.44,Up in X1H,4.692,10.8747162085775,6.73106115572206e-7,18.91,13,2.03202494175548e-5,4.95878323509707e-6,1.1878996114198e-4,0.44
ANGPTL3,Angiopoietin-related protein 3,3.3,Up in X1H,4.682,10.8410312564691,6.92955880363287e-7,15.75,5,2.0813299208678e-5,1.65090718105378e-6,5.20054859849362e-5,3.3
CCT7,T-complex protein 1 subunit eta,-0.42,Up in X1,4.668,-10.795962156442,7.20519849617675e-7,21.55,31,2.14589729983734e-5,1.27853242499273e-5,2.3349001107043e-4,-0.42
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",-0.54,Up in X1,4.668,-10.794064810453,7.21706206975885e-7,19.96,30,2.14589729983734e-5,6.6004034981476e-6,1.4408798626781e-4,-0.54
CPA1,Carboxypeptidase A1,4.57,Up in X1H,4.657,10.7585354351847,7.44320057170428e-7,16.63,1,2.20207088913871e-5,1.53721343954759e-6,4.89015694720595e-5,4.57
ARHGDIA,Rho GDP-dissociation inhibitor 1,-0.93,Up in X1,4.628,-10.6761973053328,7.99756569708702e-7,20.55,5,2.35430827013253e-5,6.61261153277216e-7,2.59118029400085e-5,-0.93
DPP3,Dipeptidyl peptidase 3,-0.62,Up in X1,4.625,-10.6606191629649,8.10743463636516e-7,19.15,34,2.37091086010872e-5,5.71600547165399e-6,1.2958469109493e-4,-0.62
MXRA8,Matrix remodeling-associated protein 8,1.13,Up in X1H,4.625,10.6568725593715,8.13410350856972e-7,17.27,5,2.37091086010872e-5,9.97243220231064e-7,3.59798056957756e-5,1.13
PEPD,Xaa-Pro dipeptidase,-0.85,Up in X1,4.621,-10.6398527721907,8.25646376475018e-7,19.44,14,2.39477922039347e-5,2.95535812503336e-6,8.04445170310824e-5,-0.85
DSP,Desmoplakin,-0.31,Non-significant,4.596,-10.5684594681279,8.79206142062669e-7,21.53,154,2.5376891427243e-5,5.73274909799752e-5,6.9939538995569e-4,-0.31
MVD,Diphosphomevalonate decarboxylase,-0.92,Up in X1,4.585,-10.5365775150678,9.04338678502999e-7,18.7,8,2.59755920422439e-5,2.02188617460765e-6,6.19870491976863e-5,-0.92
COL6A1,Collagen alpha-1(VI) chain,6.07,Up in X1H,4.585,10.5302722626819,9.0940134421429e-7,18.08,11,2.59948200662607e-5,2.31610553962732e-6,6.78435469206677e-5,6.07
ZYX,Zyxin,-0.77,Up in X1,4.539,-10.4043471758051,1.0172679487091e-6,18.84,8,2.89383387139988e-5,2.14717701226857e-6,6.40973647805603e-5,-0.77
DDX19A,ATP-dependent RNA helicase DDX19A,-0.54,Up in X1,4.538,-10.3981819574267,1.02289594863e-6,19.9,16,2.8959212095903e-5,6.15660549945012e-6,1.374665461896e-4,-0.54
ACY1,Aminoacylase-1,-0.74,Up in X1,4.53,-10.3685816356252,1.05039410413e-6,19.94,20,2.95452231385119e-5,4.7084266973786e-6,1.1464922126909e-4,-0.74
TBCA,Tubulin-specific chaperone A,-0.75,Up in X1,4.53,-10.3652052728213,1.05358155859828e-6,20.12,9,2.95452231385119e-5,2.64725371075707e-6,7.49464124715291e-5,-0.75
ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,-1.08,Up in X1,4.527,-10.3428818761857,1.0749232621032e-6,18.95,14,2.97482190081267e-5,3.29491663927349e-6,8.7541601167502e-5,-1.08
CNDP2,Cytosolic non-specific dipeptidase,-0.7,Up in X1,4.527,-10.3320116923315,1.08548572334876e-6,20,20,2.97482190081267e-5,5.14088711475086e-6,1.2070884546817e-4,-0.7
HMOX1,Heme oxygenase 1,0.6,Up in X1H,4.527,10.331528039305,1.08595830754696e-6,21.1,8,2.97482190081267e-5,2.03803148008162e-6,6.21599601424896e-5,0.6
NAGK,N-acetyl-D-glucosamine kinase,0.59,Up in X1H,4.527,10.3342112172819,1.08333936398856e-6,17.35,10,2.97482190081267e-5,3.36286224959101e-6,8.80666875798008e-5,0.59
RIOK1,Serine/threonine-protein kinase RIO1,-1.37,Up in X1,4.527,-10.3367561976046,1.08086167368016e-6,17.13,4,2.97482190081267e-5,1.24202087357462e-6,4.22358477525345e-5,-1.37
CHID1,Chitinase domain-containing protein 1,1.32,Up in X1H,4.525,10.3105846607816,1.10663918511838e-6,17.13,6,2.98308794004366e-5,2.11215071096983e-6,6.34395723695863e-5,1.32
DCTN1,Dynactin subunit 1,0.61,Up in X1H,4.525,10.3178932744511,1.0993737908004e-6,18.3,32,2.98308794004366e-5,7.13490534118415e-6,1.5240879026637e-4,0.61
DDI2,Protein DDI1 homolog 2,-0.72,Up in X1,4.525,-10.3142453752836,1.10299359443654e-6,18.29,15,2.98308794004366e-5,4.44803511354751e-6,1.092719164247e-4,-0.72
NNMT,Nicotinamide N-methyltransferase,2.95,Up in X1H,4.525,10.3080790255525,1.10914204294339e-6,16.11,5,2.98308794004366e-5,2.53025566207951e-6,7.21556874774867e-5,2.95
UBE2L3,Ubiquitin-conjugating enzyme E2 L3,-0.8,Up in X1,4.523,-10.2983050247245,1.11896438109994e-6,20.18,12,2.99588789274585e-5,3.64128713851817e-6,9.40851353651181e-5,-0.8
AP2A2,AP-2 complex subunit alpha-2;AP-2 complex subunit alpha-2;AP-2 complex subunit alpha-1,0.37,Non-significant,4.517,10.2739496865356,1.14385534466942e-6,20.02,12,3.04164031989869e-5,8.38424652450461e-6,1.7183866291538e-4,0.37
DMXL1,DmX-like protein 1,2.82,Up in X1H,4.517,10.2666099166226,1.15147444931098e-6,15.68,1,3.04164031989869e-5,1.66303165544671e-6,5.20643296575566e-5,2.82
SSRP1,FACT complex subunit SSRP1,0.42,Up in X1H,4.517,10.2710463944915,1.14686253713308e-6,20.72,20,3.04164031989869e-5,1.32677657035696e-5,2.4082573208432e-4,0.42
LGALS2,Galectin-2,-1.17,Up in X1,4.516,-10.2604005005312,1.15796340396877e-6,17.61,10,3.04518642723699e-5,3.04905662518381e-6,8.20057638691482e-5,-1.17
DUSP3,Dual specificity protein phosphatase 3,-0.95,Up in X1,4.506,-10.2301752594875,1.19012399923507e-6,17.43,9,3.11591314313005e-5,2.96381691951597e-6,8.04445170310824e-5,-0.95
LASP1,LIM and SH3 domain protein 1,-0.67,Up in X1,4.505,-10.2227266412,1.1981983020873e-6,20.77,6,3.12323319535268e-5,9.45398697510856e-7,3.4318552718845e-5,-0.67
CNTN1,Contactin-1,3.14,Up in X1H,4.505,10.2162786826375,1.20523613623772e-6,15.85,3,3.12779921847308e-5,2.39714891011559e-6,6.88540296172521e-5,3.14
AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,-0.67,Up in X1,4.47,-10.1243111575247,1.31067998688822e-6,20.8,14,3.38659104035703e-5,5.22694024313019e-6,1.222024195711e-4,-0.67
AGRN,Agrin,4.11,Up in X1H,4.464,10.1037739551117,1.3355754043883e-6,16.85,2,3.43591289902851e-5,2.71595665704217e-6,7.55476415273403e-5,4.11
COPZ1,Coatomer subunit zeta-1,-0.63,Up in X1,4.449,-10.058808460395401,1.39190224347718e-6,20.3,7,3.554768902415e-5,1.83594327751327e-6,5.71751388055055e-5,-0.63
ITGAV,Integrin alpha-V,0.84,Up in X1H,4.449,10.0549847725749,1.39681019335926e-6,18,22,3.554768902415e-5,5.37675521809766e-6,1.2427445556829e-4,0.84
P3H1,Prolyl 3-hydroxylase 1,0.48,Up in X1H,4.449,10.0526633074363,1.39979914528088e-6,18.57,13,3.554768902415e-5,7.55388779081707e-6,1.5962983592237e-4,0.48
PEBP1,Phosphatidylethanolamine-binding protein 1,-0.71,Up in X1,4.444,-10.0346951275305,1.42317090176222e-6,22.66,18,3.59867616484063e-5,6.04186199822369e-6,1.3593040853037e-4,-0.71
PGD,"6-phosphogluconate dehydrogenase, decarboxylating",-0.49,Up in X1,4.434,-10.0064819897906,1.46073143149524e-6,22.15,22,3.67793526815205e-5,1.1751452063555e-5,2.19089754882e-4,-0.49
H4C1,Histone H4,0.35,Non-significant,4.41,9.93536024667551,1.56029997770231e-6,27.59,15,3.89386128911533e-5,1.91897270946619e-5,3.1628305074962e-4,0.35
MDH1,"Malate dehydrogenase, cytoplasmic",-0.58,Up in X1,4.41,-9.9369518724336,1.55799249008778e-6,21.88,17,3.89386128911533e-5,7.9268006907206e-6,1.6458092850545e-4,-0.58
RPAP3,RNA polymerase II-associated protein 3,-0.83,Up in X1,4.41,-9.93128085337491,1.56623117594972e-6,17.02,13,3.89386128911533e-5,5.01976188520844e-6,1.1976585110797e-4,-0.83
ADK,Adenosine kinase,0.68,Up in X1H,4.388,9.8726317801013,1.65427577546009e-6,20.01,12,4.09554383405746e-5,5.58838301482607e-6,1.2717870114894e-4,0.68
AMPD2,AMP deaminase 2,-0.6,Up in X1,4.387,-9.86716947071026,1.6627464147751e-6,18.03,13,4.09936272342678e-5,6.66676972933553e-6,1.4449551827281e-4,-0.6
HNMT,Histamine N-methyltransferase,-0.91,Up in X1,4.383,-9.85161605674252,1.68712576279646e-6,18.76,9,4.142208771148e-5,4.09867112963717e-6,1.0364032937633e-4,-0.91
SVIL,Supervillin,0.44,Up in X1H,4.383,9.8466509164815,1.69499023233249e-6,16.91,13,4.14432115897162e-5,9.90207623617122e-6,1.9400855989875e-4,0.44
PRCP,Lysosomal Pro-X carboxypeptidase,0.73,Up in X1H,4.382,9.83994747283604,1.70567151061325e-6,18.89,11,4.15327503222165e-5,5.13962197068643e-6,1.2070884546817e-4,0.73
ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase,0.44,Up in X1H,4.38,9.83231462774091,1.71792308965143e-6,19.44,15,4.16596349240471e-5,1.20991588284335e-5,2.2302405852909e-4,0.44
FAH,Fumarylacetoacetase,-0.76,Up in X1,4.375,-9.80543207109926,1.76184221877148e-6,19.75,12,4.22057506415823e-5,5.54817576508429e-6,1.2675118147491e-4,-0.76
FTCD,Formimidoyltransferase-cyclodeaminase,-0.67,Up in X1,4.375,-9.80876650074788,1.75632874747107e-6,19.17,26,4.22057506415823e-5,8.57250217012675e-6,1.7490860462289e-4,-0.67
SUPT16H,FACT complex subunit SPT16,0.35,Non-significant,4.375,9.81300951193292,1.74934010565195e-6,20.01,26,4.22057506415823e-5,3.54348326341725e-5,5.0159785812535e-4,0.35
GAL3ST1,Galactosylceramide sulfotransferase,2.37,Up in X1H,4.368,9.78452856232463,1.79683876234863e-6,15.6,4,4.2870544180713e-5,3.49851416851938e-6,9.11925477318465e-5,2.37
VSIG10L,V-set and immunoglobulin domain-containing protein 10-like,1.58,Up in X1H,4.354,9.74691044784035,1.86174228967141e-6,15.94,4,4.42406792288585e-5,2.73232977638175e-6,7.55476415273403e-5,1.58
MTTP,Microsomal triglyceride transfer protein large subunit,-0.37,Non-significant,4.336,-9.69728235304167,1.95130510599356e-6,20.65,43,4.61834892486556e-5,3.77923192258114e-5,5.2369356641481e-4,-0.37
CCT4,T-complex protein 1 subunit delta,-0.3,Non-significant,4.334,-9.68824222112529,1.96811954623862e-6,21.64,25,4.63958699406131e-5,6.39100838030507e-5,7.578275868991e-4,-0.3
ARHGAP1,Rho GTPase-activating protein 1,-0.68,Up in X1,4.333,-9.66641587946289,2.00937030369526e-6,18.35,15,4.64442556567638e-5,7.71033223783644e-6,1.6235599947074e-4,-0.68
EIF2S2,Eukaryotic translation initiation factor 2 subunit 2,-0.47,Up in X1,4.333,-9.66639064829663,2.00941853103457e-6,19.87,13,4.64442556567638e-5,1.01399238815806e-5,1.9666224254786e-4,-0.47
MDK,Midkine,2.25,Up in X1H,4.333,9.66988894578247,2.00274383502642e-6,15.2,1,4.64442556567638e-5,2.20786401728694e-6,6.53196569514342e-5,2.25
PFDN5,Prefoldin subunit 5,-0.95,Up in X1,4.333,-9.67050053676169,2.00157941156424e-6,18.2,7,4.64442556567638e-5,3.77507718592831e-6,9.71179639527731e-5,-0.95
TPD52L2,Tumor protein D54,-0.7,Up in X1,4.333,-9.66879296703216,2.00483234316102e-6,20.41,15,4.64442556567638e-5,7.50080493020701e-6,1.5907621065245e-4,-0.7
EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,-0.62,Up in X1,4.319,-9.6289572957141,2.08237772445746e-6,18.95,11,4.79433034848824e-5,6.61252756185191e-6,1.4408798626781e-4,-0.62
DAB2,Disabled homolog 2,-0.8,Up in X1,4.316,-9.61762257508836,2.10503500775438e-6,17.88,13,4.82771013212506e-5,6.62361539037436e-6,1.4408798626781e-4,-0.8
HSPA13,Heat shock 70 kDa protein 13,0.53,Up in X1H,4.314,9.60877031434989,2.12291680114557e-6,19.18,9,4.84992228277156e-5,5.07747947640804e-6,1.2017378424762e-4,0.53
GEMIN5,Gem-associated protein 5,-0.55,Up in X1,4.313,-9.60217387611524,2.13634935582378e-6,17.94,27,4.86183813015743e-5,1.33741832407586e-5,2.4200318726473e-4,-0.55
LRRN2,Leucine-rich repeat neuronal protein 2,3.75,Up in X1H,4.304,9.57616963292995,2.19021170218168e-6,16.23,1,4.96531901985019e-5,4.04418511424825e-6,1.0270147348071e-4,3.75
PTRHD1,Putative peptidyl-tRNA hydrolase PTRHD1,-0.54,Up in X1,4.302,-9.56762281935334,2.20823620735989e-6,19.34,9,4.98707390799559e-5,5.2664554657142e-6,1.222024195711e-4,-0.54
CHORDC1,Cysteine and histidine-rich domain-containing protein 1,-1.86,Up in X1,4.301,-9.56007034330394,2.22429825320421e-6,16.01,5,5.00424819931912e-5,4.33933252744642e-6,1.075444952247e-4,-1.86
SCD,Acyl-CoA desaturase,-1,Up in X1,4.3,-9.55388595215686,2.2375455334083e-6,21.28,5,5.01498368226399e-5,2.53648521130932e-6,7.21556874774867e-5,-1
