"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"TXNIP","Thioredoxin-interacting protein",1.56,"Up in X3H",7.117,19.723480079413,1.85954032999141e-09,17.81,7,7.64090286983277e-08,5.95123602735847e-09,2.95911458604034e-07
"QPRT","Nicotinate-nucleotide pyrophosphorylase [carboxylating]",1.41,"Up in X3H",7.116,19.707513942103,1.87460054563368e-09,20.12,10,7.64966305414793e-08,9.72955300071953e-09,4.07159868375485e-07
"IDI1","Isopentenyl-diphosphate Delta-isomerase 1",1.1,"Up in X3H",7.105,19.6434366820428,1.93640066289749e-09,19.26,9,7.84772789203044e-08,8.46916371989344e-09,3.7397046067619e-07
"MPST","3-mercaptopyruvate sulfurtransferase",0.44,"Up in X3H",7.105,19.6150367117861,1.96450240422198e-09,20.45,22,7.85402751741991e-08,3.68551835365221e-07,4.92879877731216e-06
"PEPD","Xaa-Pro dipeptidase",1.52,"Up in X3H",7.105,19.6207824681196,1.95878112619486e-09,19.77,14,7.85402751741991e-08,1.27619915982024e-08,4.77928508142806e-07
"DMBT1","Deleted in malignant brain tumors 1 protein",-3.11,"Up in X1H",7.102,-19.5871607245224,1.99252076945059e-09,16.48,3,7.91258080056318e-08,3.76678281031566e-09,2.24574384856032e-07
"FMO5","Flavin-containing monooxygenase 5",1.63,"Up in X3H",7.1,19.5586889207331,2.02159063633395e-09,18.3,13,7.93915525157479e-08,1.21433663630302e-08,4.7033911112185e-07
"UGT1A1","UDP-glucuronosyltransferase 1-6;UDP-glucuronosyltransferase 1A1",1.36,"Up in X3H",7.1,19.5543632091516,2.02604773193813e-09,21.13,11,7.93915525157479e-08,1.16321636798271e-08,4.55811341016801e-07
"XRN2","5'-3' exoribonuclease 2",-0.45,"Up in X1H",7.096,-19.523307021136,2.05836509866945e-09,19.73,25,8.0127278215968e-08,4.08632731271581e-07,5.34929174985387e-06
"CKAP4","Cytoskeleton-associated protein 4",0.59,"Up in X3H",7.092,19.4753242714781,2.10941237428305e-09,21.79,41,8.09574316527534e-08,1.58827021209469e-07,2.60763524896702e-06
"DDX10","Probable ATP-dependent RNA helicase DDX10",-0.95,"Up in X1H",7.092,-19.4650978355424,2.12047030026245e-09,18.06,15,8.09574316527534e-08,2.24690011881299e-08,6.8850660026464e-07
"SIL1","Nucleotide exchange factor SIL1",-1.1,"Up in X1H",7.092,-19.4648517442886,2.12073718204779e-09,18.5,11,8.09574316527534e-08,1.32710772191601e-08,4.93867697520566e-07
"ARHGAP1","Rho GTPase-activating protein 1",1.48,"Up in X3H",7.091,19.4438416352638,2.14365855819655e-09,18.75,15,8.1163356297429e-08,1.44788663561455e-08,5.25591731468176e-07
"BPIFB2","BPI fold-containing family B member 2",-2.15,"Up in X1H",7.091,-19.4348368489687,2.15356547890762e-09,17.66,5,8.1163356297429e-08,5.2878447816689e-09,2.85234703911931e-07
"PGAM1","Phosphoglycerate mutase 1",0.74,"Up in X3H",7.083,19.3902256423076,2.2033915845426e-09,21.27,16,8.25156202894846e-08,3.97715392727974e-08,1.03668809637508e-06
"F5","Coagulation factor V",-1.42,"Up in X1H",7.082,-19.3732043320973,2.22273437180867e-09,19.69,20,8.271647344649e-08,1.72478774055021e-08,5.86526957519287e-07
"SULT1A3","Sulfotransferase 1A3",1.11,"Up in X3H",7.08,19.3507582412036,2.24852678435039e-09,20.4,12,8.3153331143758e-08,1.55179789918095e-08,5.46546914848433e-07
"ERO1A","ERO1-like protein beta;ERO1-like protein alpha",0.68,"Up in X3H",7.069,19.2812234070166,2.33053193700698e-09,21.84,33,8.52926328555472e-08,9.3493583360713e-08,1.85638098236691e-06
"FAM114A2","Protein FAM114A2",2.1,"Up in X3H",7.069,19.2583391842746,2.35823242619287e-09,15.22,6,8.52926328555472e-08,7.56278112884915e-09,3.57469458957031e-07
"GTPBP4","Nucleolar GTP-binding protein 1",-0.74,"Up in X1H",7.069,-19.2634929169556,2.35196270174052e-09,20.22,22,8.52926328555472e-08,5.85125205018812e-08,1.33976040300454e-06
"MYBBP1A","Myb-binding protein 1A",-0.57,"Up in X1H",7.069,-19.2418225410366,2.37844928530764e-09,20.49,33,8.52926328555472e-08,1.85198933623146e-07,2.93786083176448e-06
"NCR3LG1","Natural cytotoxicity triggering receptor 3 ligand 1",-1.96,"Up in X1H",7.069,-19.2428865938271,2.37714114689965e-09,17.02,8,8.52926328555472e-08,1.00149388377188e-08,4.11516618769319e-07
"MTHFD2","Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",-0.97,"Up in X1H",7.069,-19.2281010606705,2.39538921694214e-09,20.14,7,8.53826385340158e-08,3.84076002538736e-09,2.24574384856032e-07
"CAPN1","Calpain-1 catalytic subunit",1.17,"Up in X3H",7.064,19.1922467908115,2.44028053670664e-09,18.95,26,8.62598561164764e-08,2.4982311473874e-08,7.46567358539962e-07
"PLIN3","Perilipin-3",1.27,"Up in X3H",7.064,19.1794519243644,2.45652282326939e-09,20.46,16,8.62598561164764e-08,1.89979212142125e-08,6.10927716437476e-07
"SNRNP200","U5 small nuclear ribonucleoprotein 200 kDa helicase",-0.51,"Up in X1H",7.064,-19.1738007830058,2.46373427136801e-09,20.43,91,8.62598561164764e-08,3.92191041288066e-07,5.15687642511442e-06
"GLRX","Glutaredoxin-1",1.81,"Up in X3H",7.061,19.147425503014,2.49770002557654e-09,19.59,5,8.69346532431551e-08,4.61894256146034e-09,2.60288410820579e-07
"F13A1","Coagulation factor XIII A chain",-1.81,"Up in X1H",7.06,-19.1308077004805,2.51936347006974e-09,20.31,4,8.71758693122963e-08,2.21029646002086e-09,1.72083212551888e-07
"GLUD1","Glutamate dehydrogenase 1, mitochondrial",-0.54,"Up in X1H",7.058,-19.1133140070629,2.54239138367609e-09,22.89,27,8.74612198675085e-08,2.09390293939892e-07,3.24335698754539e-06
"UTP20","Small subunit processome component 20 homolog",-0.6,"Up in X1H",7.043,-19.0360557462786,2.64688557085679e-09,18.87,35,9.052960648994e-08,1.65716315898423e-07,2.69380066255761e-06
"MATN3","Matrilin-3",-1.95,"Up in X1H",7.018,-18.9162613389722,2.81833563261778e-09,20.95,21,9.58396088402266e-08,1.70721275393462e-08,5.83906234972899e-07
"DDX27","Probable ATP-dependent RNA helicase DDX27",-0.62,"Up in X1H",7,-18.8268528361377,2.95422360524446e-09,20.42,26,9.98865204127513e-08,1.25253888456183e-07,2.22749978543614e-06
"PREP","Prolyl endopeptidase",0.84,"Up in X3H",6.997,18.8009459911074,2.9949276003382e-09,18.93,21,1.00687423927279e-07,4.7369301225525e-08,1.16300479398934e-06
"EPHX2","Bifunctional epoxide hydrolase 2",0.89,"Up in X3H",6.99,18.7579991161507,3.06376439772497e-09,18.47,10,1.02419739781574e-07,1.66879441731837e-08,5.74084684143767e-07
"MTHFD1L","Monofunctional C1-tetrahydrofolate synthase, mitochondrial",-0.74,"Up in X1H",6.985,-18.7267005072263,3.11502245004637e-09,19.16,25,1.03548246274856e-07,7.36756222094079e-08,1.58689149033243e-06
"CHD4","Chromodomain-helicase-DNA-binding protein 4",-0.63,"Up in X1H",6.983,-18.7066669177616,3.14832436559463e-09,19.54,29,1.04070588107394e-07,1.36191026892594e-07,2.37012442977495e-06
"PGLS","6-phosphogluconolactonase",1.36,"Up in X3H",6.969,18.6353791337116,3.27002720366989e-09,19.82,11,1.07493060911749e-07,1.77502167467848e-08,5.8989057368066e-07
"CMPK1","UMP-CMP kinase",0.93,"Up in X3H",6.965,18.608228582841,3.31772613181656e-09,20.5,14,1.08327701313769e-07,3.05742975842387e-08,8.63062764445609e-07
"UBTF","Nucleolar transcription factor 1",-0.57,"Up in X1H",6.965,-18.6001680810515,3.33203340191077e-09,20.34,17,1.08327701313769e-07,1.15968637276157e-07,2.14433258363444e-06
"CEMIP2","Cell surface hyaluronidase",-0.88,"Up in X1H",6.957,-18.5460112985398,3.42993137711384e-09,18.27,19,1.10340372139236e-07,4.51652225986014e-08,1.11548021042532e-06
"GNL2","Nucleolar GTP-binding protein 2",-1.07,"Up in X1H",6.957,-18.5453005999443,3.43123685543678e-09,18.08,14,1.10340372139236e-07,2.67203512257845e-08,7.75021167661603e-07
"DDX54","ATP-dependent RNA helicase DDX54",-0.61,"Up in X1H",6.953,-18.5049782136404,3.50620386881791e-09,19.69,23,1.11318804467496e-07,1.39342297986903e-07,2.3824611124736e-06
"MOV10","Helicase MOV-10",0.76,"Up in X3H",6.953,18.4986648795404,3.51810316637177e-09,19.81,32,1.11318804467496e-07,8.4141468584519e-08,1.72271650385674e-06
"PLXNB1","Plexin-B2;Plexin-B1",1.19,"Up in X3H",6.953,18.5083337518227,3.49989733826232e-09,16.72,9,1.11318804467496e-07,1.49340253922152e-08,5.35960178557672e-07
"GBE1","1,4-alpha-glucan-branching enzyme",1.37,"Up in X3H",6.948,18.4638494090524,3.58452264606425e-09,19.26,25,1.12817130301927e-07,2.80114655264971e-08,8.04581754952833e-07
"PAK1IP1","p21-activated protein kinase-interacting protein 1",-1.33,"Up in X1H",6.937,-18.4076002074477,3.69475337420368e-09,19.86,16,1.15671194260123e-07,2.55705891701163e-08,7.56505880597891e-07
"CRYL1","Lambda-crystallin homolog",0.83,"Up in X3H",6.921,18.3300600072611,3.85284091730314e-09,18.97,13,1.19985577408856e-07,3.59157040633251e-08,9.70380004304541e-07
"TPP1","Tripeptidyl-peptidase 1",0.87,"Up in X3H",6.917,18.305258349345,3.90495848262927e-09,22,14,1.20971933726269e-07,3.77430558974814e-08,1.01052335631402e-06
"MCM7","DNA replication licensing factor MCM7",-0.83,"Up in X1H",6.914,-18.2734537020276,3.97292515302498e-09,19.6,20,1.21802062852066e-07,5.79697510842191e-08,1.33976040300454e-06
"UBE3A","Ubiquitin-protein ligase E3A",0.82,"Up in X3H",6.914,18.2735660751758,3.97268274208491e-09,17.55,18,1.21802062852066e-07,5.43174488294385e-08,1.29074837238469e-06
"NOL11","Nucleolar protein 11",-0.86,"Up in X1H",6.907,-18.2312039862398,4.06522475008273e-09,18.64,18,1.23989354877523e-07,5.1453291324149e-08,1.24774231461061e-06
"HNMT","Histamine N-methyltransferase",1.43,"Up in X3H",6.898,18.1841754826319,4.17073534615101e-09,19.02,9,1.26555082272695e-07,1.79794060359624e-08,5.8989057368066e-07
"CCS","Copper chaperone for superoxide dismutase",1.69,"Up in X3H",6.895,18.16256244541,4.2202280707727e-09,18.35,6,1.27403517830419e-07,1.1105861317547e-08,4.38089209439504e-07
"COMT","Catechol O-methyltransferase",0.89,"Up in X3H",6.891,18.1367193755251,4.28025351973542e-09,20.39,16,1.28559695818652e-07,4.52450989525227e-08,1.11548021042532e-06
"PEBP1","Phosphatidylethanolamine-binding protein 1",1.12,"Up in X3H",6.89,18.1250847379533,4.30758190451362e-09,22.87,18,1.28727081459632e-07,3.62359849278974e-08,9.74583285538041e-07
"AMPD2","AMP deaminase 2",0.9,"Up in X3H",6.887,18.1001885958388,4.36670423519684e-09,18.18,13,1.29838135475677e-07,3.57915071241493e-08,9.70380004304541e-07
"MGST3","Microsomal glutathione S-transferase 3",1.33,"Up in X3H",6.875,18.0420519209061,4.50825554458448e-09,18.18,4,1.33376740286532e-07,8.1011970899981e-10,1.06211548516509e-07
"DDX47","Probable ATP-dependent RNA helicase DDX47",-0.75,"Up in X1H",6.86,-17.9687454264014,4.69395218466066e-09,19.61,14,1.38179676998195e-07,5.45760794986383e-08,1.29170664957377e-06
"CAPNS1","Calpain small subunit 1",1.41,"Up in X3H",6.857,17.9487855592271,4.74595323100072e-09,18.44,8,1.38860654472638e-07,1.74289823688839e-08,5.89298792438206e-07
"MCM2","DNA replication licensing factor MCM2",-0.94,"Up in X1H",6.857,-17.9419064753182,4.76402110156253e-09,18.89,19,1.38860654472638e-07,5.09325634223487e-08,1.24019743938287e-06
"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2",-0.82,"Up in X1H",6.839,-17.8388720640054,5.0438513556695e-09,21.52,31,1.44876060541245e-07,8.7612746004448e-08,1.76929903791235e-06
"PKP2","Plakophilin-2",0.64,"Up in X3H",6.839,17.8521228995996,5.00687514402132e-09,19.36,22,1.44876060541245e-07,1.41472694733848e-07,2.40544234120741e-06
"VAT1","Synaptic vesicle membrane protein VAT-1 homolog",0.81,"Up in X3H",6.839,17.8433433423875,5.03134101209034e-09,21.75,14,1.44876060541245e-07,5.07924118523197e-08,1.24019743938287e-06
"ALAD","Delta-aminolevulinic acid dehydratase",3.19,"Up in X3H",6.834,17.8096455408044,5.12646916816146e-09,16.72,5,1.46537768444499e-07,1.79154866022844e-08,5.8989057368066e-07
"CYB5R3","NADH-cytochrome b5 reductase 3",0.63,"Up in X3H",6.833,17.7802351919086,5.21110508184907e-09,23.08,19,1.46829089377624e-07,1.30454923903248e-07,2.29050974698967e-06
"MSMO1","Methylsterol monooxygenase 1",1.82,"Up in X3H",6.833,17.7962546167356,5.16481687748789e-09,18.38,3,1.46829089377624e-07,1.56766156452940e-09,1.40543234504855e-07
"SERPINA1","Alpha-1-antitrypsin",-0.84,"Up in X1H",6.833,-17.7808397288781,5.20935004369703e-09,21.06,21,1.46829089377624e-07,7.14391966672588e-08,1.56506732086434e-06
"CTBS","Di-N-acetylchitobiase",2.21,"Up in X3H",6.813,17.6887177711276,5.48441202899777e-09,15.45,7,1.53797469078577e-07,2.07000554626426e-08,6.49618435245939e-07
"TGM2","Protein-glutamine gamma-glutamyltransferase 2",-0.93,"Up in X1H",6.813,-17.679060689153,5.51415530480900e-09,20.43,25,1.53902155370542e-07,6.6293879755231e-08,1.4746649868861e-06
"GSTT1","Glutathione S-transferase theta-1",1.26,"Up in X3H",6.801,17.62390176995,5.68746403992671e-09,18.1,17,1.57994012789889e-07,3.93705296921827e-08,1.03108000316743e-06
"KIF4A","Chromosome-associated kinesin KIF4A",-1.8,"Up in X1H",6.801,-17.6130418497573,5.72228375399587e-09,16.42,10,1.58218471833615e-07,2.61268520397731e-08,7.66141999272704e-07
"OLFML3","Olfactomedin-like protein 3",-2.04,"Up in X1H",6.793,-17.5737213609944,5.85032182757783e-09,17.16,3,1.61006298854782e-07,3.71671553597726e-09,2.24574384856032e-07
"ETFDH","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",0.8,"Up in X3H",6.762,17.4400218035005,6.30971176140294e-09,18.34,11,1.72845205982506e-07,4.11544061404182e-08,1.06336515778539e-06
"THBS4","Thrombospondin-4;Thrombospondin-4;Cartilage oligomeric matrix protein",-2.1,"Up in X1H",6.756,-17.4056943102454,6.4339368091499e-09,19.16,3,1.75435963593272e-07,4.87892280150429e-09,2.6730172422686e-07
"GOT1","Aspartate aminotransferase, cytoplasmic",1,"Up in X3H",6.755,17.3852491811622,6.50919499367336e-09,20.11,23,1.75867154235458e-07,6.40228355919644e-08,1.42952120074586e-06
"SPR","Sepiapterin reductase",0.78,"Up in X3H",6.755,17.386571552931,6.50429831845265e-09,19.7,13,1.75867154235458e-07,5.87125739465035e-08,1.33976040300454e-06
"MCM6","DNA replication licensing factor MCM6",-0.87,"Up in X1H",6.747,-17.3452726656516,6.65914847251094e-09,19.01,19,1.79100825053851e-07,7.4340063465266e-08,1.59373244755065e-06
"LGALS3","Galectin-3",1.22,"Up in X3H",6.738,17.3002197941196,6.83269247539436e-09,21.12,12,1.8293683880954e-07,3.79954140650641e-08,1.01269759019362e-06
"MDH1","Malate dehydrogenase, cytoplasmic",1.03,"Up in X3H",6.734,17.2783528159182,6.91870439513051e-09,22.1,17,1.84405287864807e-07,5.65922339079008e-08,1.32932953511122e-06
"RRP12","RRP12-like protein",-0.57,"Up in X1H",6.73,-17.253977486193,7.01598256222686e-09,19.74,29,1.861595014381e-07,3.04296965216628e-07,4.25656062219099e-06
"OAT","Ornithine aminotransferase, mitochondrial",-0.88,"Up in X1H",6.719,-17.2019607352436,7.22861994080635e-09,21.49,25,1.90945286561389e-07,8.857091935928e-08,1.77118661558935e-06
"C8B","Complement component C8 beta chain",-1.73,"Up in X1H",6.716,-17.1783477475345,7.32746684726367e-09,18.31,3,1.92105619975281e-07,1.88509362807161e-09,1.59144709551833e-07
"SEC31A","Protein transport protein Sec31A",0.64,"Up in X3H",6.716,17.1759751995814,7.33748016130023e-09,20.72,37,1.92105619975281e-07,2.31545113273665e-07,3.46092395308765e-06
"FER","Tyrosine-protein kinase Fer",1.46,"Up in X3H",6.713,17.1560659466338,7.42209979843678e-09,16.52,9,1.93465041882601e-07,3.07414208209404e-08,8.63062764445609e-07
"C4BPB","C4b-binding protein beta chain",-4.31,"Up in X1H",6.713,-17.1483033228801,7.45538206252132e-09,16.87,4,1.93480244140082e-07,2.62847432571166e-08,7.66141999272704e-07
"SRPRB","Signal recognition particle receptor subunit beta",-0.56,"Up in X1H",6.711,-17.1319801030144,7.52590227373196e-09,20.46,19,1.94457483640489e-07,2.26521671081927e-07,3.40184956292326e-06
"MPI","Mannose-6-phosphate isomerase",1.58,"Up in X3H",6.703,17.0899698072094,7.71077846562628e-09,17.1,9,1.98368157309177e-07,3.20349334186045e-08,8.89909394544051e-07
"GCA","Grancalcin",2.86,"Up in X3H",6.697,17.0495069229703,7.89355544284533e-09,16.05,3,2.00914242030236e-07,1.49456531117147e-08,5.35960178557672e-07
"RNPEP","Aminopeptidase B",0.99,"Up in X3H",6.697,17.0455650001512,7.91161372199509e-09,19.93,30,2.00914242030236e-07,8.24643700893552e-08,1.71207606252181e-06
"UTP15","U3 small nucleolar RNA-associated protein 15 homolog",-0.72,"Up in X1H",6.697,-17.0565367825382,7.86146296879324e-09,18.61,20,2.00914242030236e-07,1.25680009303072e-07,2.22749978543614e-06
"GGCT","Gamma-glutamylcyclotransferase",1.06,"Up in X3H",6.679,16.9673520660956,8.27943014763489e-09,17.99,7,2.09356359758785e-07,1.80446499638667e-08,5.8989057368066e-07
"CPD","Carboxypeptidase D",-0.47,"Up in X1H",6.676,-16.9410991310194,8.40705593105019e-09,20.15,24,2.10781991288237e-07,5.69272000269494e-07,6.83241871317362e-06
"MCM3","DNA replication licensing factor MCM3",-0.93,"Up in X1H",6.676,-16.9477919622518,8.37431615476954e-09,19.24,22,2.10781991288237e-07,8.54940817475685e-08,1.73837966220056e-06
"ACAT2","Acetyl-CoA acetyltransferase, cytosolic",0.98,"Up in X3H",6.668,16.9000509401263,8.61094530438265e-09,20.99,13,2.14982967789165e-07,5.73710103028184e-08,1.33647349591251e-06
"SMARCA1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Probable global transcription activator SNF2L1",-0.62,"Up in X1H",6.653,-16.8367901731383,8.93584666554985e-09,19.11,13,2.22157162689321e-07,1.05870294938758e-07,2.00967121000416e-06
"SIAE","Sialate O-acetylesterase",1.41,"Up in X3H",6.648,16.8105099364695,9.07474534207753e-09,18.23,8,2.24666394096539e-07,3.24397127755774e-08,8.96942899500428e-07
"ADH5","Alcohol dehydrogenase class-3",0.86,"Up in X3H",6.641,16.7619865588236,9.33745849170633e-09,20.25,18,2.28366593124238e-07,9.44061153661056e-08,1.86511994757881e-06
"COPZ1","Coatomer subunit zeta-1",0.98,"Up in X3H",6.641,16.7615264499487,9.33998910530095e-09,20.48,7,2.28366593124238e-07,1.83611598072634e-08,5.96939464722953e-07
"LACTB","Serine beta-lactamase-like protein LACTB, mitochondrial",1.01,"Up in X3H",6.641,16.7638028566567,9.32747612310522e-09,18.51,17,2.28366593124238e-07,7.28457321427413e-08,1.57885786479341e-06
"BLVRB","Flavin reductase (NADPH)",1.39,"Up in X3H",6.637,16.7393771325949,9.46270368633771e-09,18.41,10,2.30414887703952e-07,4.21971730841003e-08,1.07159087183958e-06
"AMACR","Alpha-methylacyl-CoA racemase",1.3,"Up in X3H",6.636,16.7010425266546,9.67928240903058e-09,18.1,13,2.31162494052257e-07,5.28338922805802e-08,1.26384917355075e-06
"ARHGDIA","Rho GDP-dissociation inhibitor 1",1.15,"Up in X3H",6.636,16.6993892758758,9.68874404680747e-09,20.65,5,2.31162494052257e-07,5.75627471715878e-09,2.91110064114773e-07
"C7","Complement component C7",-1.72,"Up in X1H",6.636,-16.703713678161,9.6640166418777e-09,20.3,4,2.31162494052257e-07,1.03415510316999e-08,4.19116146949097e-07
"IKBIP","Inhibitor of nuclear factor kappa-B kinase-interacting protein",0.5,"Up in X3H",6.636,16.7096325831842,9.63028362599538e-09,20.09,18,2.31162494052257e-07,3.71022324110033e-07,4.94445741387177e-06
"MVD","Diphosphomevalonate decarboxylase",1.45,"Up in X3H",6.636,16.7073221037917,9.64343614411235e-09,18.97,8,2.31162494052257e-07,3.47171729211433e-08,9.51025519325947e-07
"SORD","Sorbitol dehydrogenase",0.79,"Up in X3H",6.616,16.6128386295231,1.01985054419043e-08,20.48,11,2.42347617268063e-07,6.20704687182063e-08,1.39117789168798e-06
"PIGS","GPI transamidase component PIG-S",0.59,"Up in X3H",6.614,16.6004435741923,1.02738824605489e-08,17.97,15,2.43162250076272e-07,1.7108559322747e-07,2.77346152089572e-06
"SPINT1","Kunitz-type protease inhibitor 1",1.45,"Up in X3H",6.614,16.5927449631376,1.03210062977118e-08,17.19,7,2.43304359615779e-07,3.10988186548371e-08,8.67979764059771e-07
"DPP3","Dipeptidyl peptidase 3",1.02,"Up in X3H",6.603,16.5454431949131,1.06157888098091e-08,19.35,34,2.49260406300161e-07,9.96290399282809e-08,1.92648702371124e-06
"MAPT","Microtubule-associated protein tau",3.61,"Up in X3H",6.594,16.5022579736116,1.08929796069579e-08,15.93,3,2.54757945985652e-07,2.86433034183405e-08,8.14819357338082e-07
"TXN","Thioredoxin",0.98,"Up in X3H",6.594,16.4955745156869,1.09365819792855e-08,22.57,9,2.54770691226111e-07,4.2035815639513e-08,1.07159087183958e-06
"G6PD","Glucose-6-phosphate 1-dehydrogenase",0.75,"Up in X3H",6.593,16.4809565374362,1.10326159991491e-08,21.32,28,2.54999956511584e-07,1.73633968151366e-07,2.80708248511374e-06
"PRDX5","Peroxiredoxin-5, mitochondrial",0.54,"Up in X3H",6.593,16.482161838214,1.10246628586046e-08,22.09,13,2.54999956511584e-07,1.63182339271211e-07,2.66726492118165e-06
