Genes,ProtDesc,X3_vs_X3H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
SERPINI1,Neuroserpin,-0.56,Up in X3,3.216,-7.72725416904008,1.41919390311175e-5,18.6,7,6.0850509599363e-4,2.48849162554606e-5,0.00119710609336228,-0.56
ACO1,Cytoplasmic aconitate hydratase,0.4,Up in X3H,3.188,7.66497284636594,1.52421524853529e-5,19.35,24,6.4883321047362e-4,7.30845974008134e-5,0.00271975825673342,0.4
MFGE8,Lactadherin,2.42,Up in X3H,3.186,7.65544714131728,1.54100690213861e-5,15.72,4,6.5129555999672e-4,3.26709883837128e-5,0.00145349051328142,2.42
OLFML3,Olfactomedin-like protein 3,2.49,Up in X3H,3.178,7.6322981321143,1.58265417286045e-5,14.9,3,6.6415352771739e-4,3.15813588542424e-5,0.00141565833591327,2.49
HPD,4-hydroxyphenylpyruvate dioxygenase,-0.58,Up in X3,3.174,-7.61307560230185,1.6181639993869e-5,18.99,14,6.7037330250572e-4,4.7427332512325e-5,0.0019221063457221,-0.58
OGN,Mimecan,3.3,Up in X3H,3.174,7.61202210590321,1.620134903808e-5,16.03,4,6.7037330250572e-4,3.56136287074664e-5,0.00152699884827593,3.3
RNF175,RING finger protein 175,2.73,Up in X3H,3.171,7.60124203131684,1.64045255026907e-5,17.33,1,6.740665097182e-4,2.7907080223115e-5,0.00131052534666803,2.73
LNPK,Endoplasmic reticulum junction formation protein lunapark,-0.29,Non-significant,3.137,-7.51626148651615,1.81061965507812e-5,19.52,8,7.2880520402021e-4,2.75666592067232e-5,0.00130489538020945,-0.29
MSMO1,Methylsterol monooxygenase 1,-0.59,Up in X3,3.137,-7.51926746398364,1.80428470963165e-5,19.59,3,7.2880520402021e-4,7.98868384256165e-7,7.38578785881833e-5,-0.59
TRIM28,Transcription intermediary factor 1-beta,0.22,Non-significant,3.137,7.52176269582058,1.79904435626974e-5,22.44,19,7.2880520402021e-4,2.3662064288884e-4,0.00608732323466658,0.22
UBR4,E3 ubiquitin-protein ligase UBR4,0.3,Non-significant,3.135,7.50605247333346,1.8323149976669298e-05,19.12,63,7.3255458386454e-4,1.5549153681668e-4,0.00464668395628443,0.3
DDC,Aromatic-L-amino-acid decarboxylase,-0.59,Up in X3,3.131,-7.49303411351404,1.8603896094289e-5,18.62,7,7.3878693416045e-4,3.356910705424e-5,0.00147132152918473,-0.59
KYNU,Kynureninase,-0.32,Non-significant,3.124,-7.4731091163288,1.90426419189287e-5,18.54,16,7.5116874822867e-4,9.53450601485242e-5,0.00324228000516562,-0.32
SUCLG2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",-0.26,Non-significant,3.118,-7.45457353085853,1.94608598870199e-5,21.06,20,7.6258217186421e-4,1.6193808420081e-4,0.00474350318918917,-0.26
ACAA2,"3-ketoacyl-CoA thiolase, mitochondrial",-0.21,Non-significant,3.111,-7.43560942468999,1.98990537676126e-5,21.32,22,7.7462303383528e-4,3.2680740085575e-4,0.0075832132975038,-0.21
CTSZ,Cathepsin Z,2.32,Up in X3H,3.108,7.41960243190986,2.02772320922809e-5,15.08,1,7.7981779246874e-4,3.06890406012888e-5,0.00139682348644481,2.32
SEPTIN9,Septin-9,0.25,Non-significant,3.108,7.41881288864708,2.02960858611098e-5,21.48,27,7.7981779246874e-4,2.270061048409e-4,0.00594100478183634,0.25
SVIL,Supervillin,0.35,Non-significant,3.077,7.35327833826194,2.19291348428987e-5,16.91,13,8.3712703784149e-4,8.30255444147686e-5,0.00294168949881548,0.35
CANX,Calnexin,-0.22,Non-significant,3.065,-7.32494551940959,2.26786918570871e-5,23.43,30,8.6019115204092e-4,3.381048095949e-4,0.00769448522451166,-0.22
CHP1,Calcineurin B homologous protein 1,-0.29,Non-significant,3.064,-7.31685003506518,2.28979180321399e-5,19.33,13,8.629744012495e-4,1.0318040386811e-4,0.00339176916493145,-0.29
PLA2G2A,"Phospholipase A2, membrane associated",2.25,Up in X3H,3.043,7.27071396970258,2.41918493572104e-5,15.25,4,9.0596944713046e-4,4.93165270313035e-5,0.00195842879492767,2.25
LETM1,Mitochondrial proton/calcium exchanger protein,-0.25,Non-significant,3.042,-7.26373053358011,2.43945027286435e-5,18.84,20,9.0781303550555e-4,2.029419696062e-4,0.00558515178679041,-0.25
IGFALS,Insulin-like growth factor-binding protein complex acid labile subunit,1.61,Up in X3H,3.023,7.22168809135102,2.56539945450091e-5,14.95,2,9.4871678576761e-4,3.30201432881955e-5,0.00145806110325562,1.61
DHCR7,7-dehydrocholesterol reductase,-0.38,Up in X3,3.014,-7.19869094023917,2.63725387454431e-5,22.28,10,9.6923175004215e-4,6.84056361430863e-5,0.00256174777885216,-0.38
S100A11,Protein S100-A11,0.71,Up in X3H,3.013,7.19225129905931,2.65776226174567e-5,20.41,4,9.7073946313266e-4,2.20361712134598e-5,0.00109063464553341,0.71
SLC13A5,Solute carrier family 13 member 5,-0.37,Non-significant,3.006,-7.17407140695298,2.71659599642415e-5,19.7,8,9.8614101293507e-4,4.84337479749176e-5,0.00193851365599453,-0.37
PIPOX,Peroxisomal sarcosine oxidase,-0.3,Non-significant,2.998,-7.15436439908181,2.78196585976254e-5,20.26,16,0.00100371292635457,1.3751626802942e-4,0.00428254609436904,-0.3
NOC4L,Nucleolar complex protein 4 homolog,-0.22,Non-significant,2.99,-7.13393558147621,2.85152880357776e-5,18.65,19,0.00102257551095573,3.0755494208023e-4,0.00722143885828859,-0.22
HSPB1,Heat shock protein beta-1,0.74,Up in X3H,2.981,7.10723761166227,2.94528684931526e-5,19.63,8,0.00104354863996398,6.12682741292589e-5,0.00236944037923415,0.74
METTL7A,Methyltransferase-like protein 7A,-0.39,Up in X3,2.981,-7.10950794148977,2.93718571800724e-5,21.1,9,0.00104354863996398,6.50792019900985e-5,0.0024684207575347,-0.39
AKAP1,"A-kinase anchor protein 1, mitochondrial",-0.2,Non-significant,2.977,-7.08857930881339,3.0127864243567e-5,19.45,27,0.00105483179129696,4.713660022365e-4,0.00996097369726211,-0.2
ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",-0.22,Non-significant,2.977,-7.08905845743484,3.01103226149217e-5,21.79,27,0.00105483179129696,3.9300873752206e-4,0.0085493849261693,-0.22
CYP27A1,"Sterol 26-hydroxylase, mitochondrial",-0.23,Non-significant,2.975,-7.07963286944124,3.04574293897395e-5,21.73,21,0.00106009770411229,2.9381737109467e-4,0.00695406953906875,-0.23
SRXN1,Sulfiredoxin-1,-0.32,Non-significant,2.973,-7.07139608546727,3.0764298378664e-5,19.62,11,0.00106451668717284,9.59908367555036e-5,0.00324558732047037,-0.32
ACAD11,Acyl-CoA dehydrogenase family member 11,-0.34,Non-significant,2.972,-7.06556764879287,3.09834596959145e-5,19.71,11,0.00106586704081817,9.29355081019013e-5,0.00318456564280479,-0.34
PSMD2,26S proteasome non-ATPase regulatory subunit 2,0.16,Non-significant,2.958,7.0332098744388,3.22312612598876e-5,21.42,38,0.00110238365823558,0.00122820224551444,0.0193793938312238,0.16
CSRP1,Cysteine and glycine-rich protein 1,1.09,Up in X3H,2.94,6.995119948737,3.37700877312874e-5,14.76,2,0.00114837706382774,2.17991988731147e-5,0.00109063464553341,1.09
BAAT,Bile acid-CoA:amino acid N-acyltransferase,-1.33,Up in X3,2.896,-6.90836964274028,3.75791447066117e-5,16.19,9,0.00127060456702298,8.07931063827653e-5,0.00289728976040498,-1.33
C7,Complement component C7,4.77,Up in X3H,2.892,6.89577249377188,3.81697975121905e-5,17.05,4,0.0012832425674979,8.04991571723347e-5,0.00289728976040498,4.77
P4HA2,Prolyl 4-hydroxylase subunit alpha-2,0.29,Non-significant,2.89,6.88796218372511,3.85410338545342e-5,19.89,23,0.00128840280970214,2.2776579867307e-4,0.00594100478183634,0.29
PRODH2,Hydroxyproline dehydrogenase,-0.45,Up in X3,2.883,-6.8699200045894,3.94135935736893e-5,18.07,12,0.00131016984930067,1.0654377805916e-4,0.00347396124123669,-0.45
MAP4K4,Mitogen-activated protein kinase kinase kinase kinase 4;Mitogen-activated protein kinase kinase kinase kinase 4,0.38,Non-significant,2.881,6.86252450128933,3.97773976752109e-5,18.67,6,0.0013148763242694,3.1110294146716e-5,0.00140518786615357,0.38
ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",-0.32,Non-significant,2.88,-6.85515799786315,4.01433811327042e-5,21.82,21,0.00131946031858393,1.9087542150299e-4,0.00538749432174463,-0.32
GSTA1,Glutathione S-transferase A1;Glutathione S-transferase A1;Glutathione S-transferase A1;Glutathione S-transferase A2,-0.67,Up in X3,2.88,-6.85079092205864,4.03620614608232e-5,20.33,5,0.00131946031858393,5.10362108208158e-5,0.00199987589024349,-0.67
SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein,-0.33,Non-significant,2.869,-6.8267995242826,4.15865869764631e-5,19.82,10,0.00135202107219633,1.0685498494255e-4,0.00347396124123669,-0.33
PPOX,Protoporphyrinogen oxidase,-0.25,Non-significant,2.859,-6.80423973653709,4.27746805339297e-5,18.55,9,0.00138304800393039,9.31096596594946e-5,0.00318456564280479,-0.25
UGT2A3,UDP-glucuronosyltransferase 2A3,-0.31,Non-significant,2.852,-6.78593141867612,4.37658025955476e-5,19.94,10,0.00140740355411878,1.1456043834231e-4,0.00368398974821442,-0.31
ABHD12,Lysophosphatidylserine lipase ABHD12,-0.28,Non-significant,2.835,-6.7507290732228,4.57418117431075e-5,18.98,16,0.00146299621667009,2.2792092031043e-4,0.00594100478183634,-0.28
RMND1,Required for meiotic nuclear division protein 1 homolog,-0.31,Non-significant,2.82,-6.71900360185289,4.76052620901156e-5,18.32,12,0.00151441040745814,1.5884281067285e-4,0.00469142680143706,-0.31
ABCB10,"ATP-binding cassette sub-family B member 10, mitochondrial",-0.4,Up in X3,2.814,-6.70450322395468,4.84840895893336e-5,17.57,15,0.00153411956203255,1.533082143836e-4,0.00462873470849298,-0.4
MEP1A,Meprin A subunit alpha,-0.37,Non-significant,2.804,-6.68120470404504,4.99330032582342e-5,18.78,14,0.00157156159722857,1.5936737993727e-4,0.00469142680143706,-0.37
NCLN,Nicalin,-0.25,Non-significant,2.796,-6.66386757131982,5.10414675822567e-5,19.28,21,0.00159794901420218,3.5638507437104e-4,0.00793772794601852,-0.25
LIMS1,LIM and senescent cell antigen-like-containing domain protein 1,0.87,Up in X3H,2.795,6.6569935659095,5.14882839154558e-5,18.53,4,0.00160345355751449,6.45410342468523e-5,0.00246380193315242,0.87
CHDH,"Choline dehydrogenase, mitochondrial",-0.17,Non-significant,2.787,-6.63826251981088,5.27273616835091e-5,20.94,22,0.00163344397424777,9.3713334416138e-4,0.0158740966770024,-0.17
SLC25A24,Calcium-binding mitochondrial carrier protein SCaMC-1,-0.26,Non-significant,2.781,-6.62404529993411,5.36892997033999e-5,20.02,13,0.0016545811788803,2.2422876411247e-4,0.00594100478183634,-0.26
TBC1D20,TBC1 domain family member 20,-0.37,Non-significant,2.736,-6.53815954872658,5.99178648344731e-5,18.04,7,0.00183696376282682,7.93007741869369e-5,0.00289643630163028,-0.37
HOOK3,Protein Hook homolog 3,0.43,Up in X3H,2.735,6.53168851416043,6.041773404314e-5,16.76,11,0.00184274088831577,1.4783997839241e-4,0.00450911934096871,0.43
CDK5RAP3,CDK5 regulatory subunit-associated protein 3,-0.21,Non-significant,2.734,-6.52304937560194,6.10920992871387e-5,19.76,19,0.00184429567082653,5.0779043230705e-4,0.0102897122875372,-0.21
LAMC1,Laminin subunit gamma-1,0.35,Non-significant,2.734,6.52556195280552,6.08951367285314e-5,17.5,30,0.00184429567082653,2.5214011751115e-4,0.00621841030667533,0.35
AGXT,Serine--pyruvate aminotransferase,-0.73,Up in X3,2.729,-6.50999635948612,6.2126440114073e-5,18.02,9,0.0018660007419034,1.2846991377375e-4,0.00404338553084751,-0.73
MNAT1,CDK-activating kinase assembly factor MAT1,-0.44,Up in X3,2.726,-6.48523553410849,6.41407387550503e-5,17.28,8,0.00187950350070443,1.1716850808825e-4,0.00374749222896319,-0.44
NXN,Nucleoredoxin,0.33,Non-significant,2.726,6.48383121748072,6.42570692998029e-5,18.22,10,0.00187950350070443,1.5647645969432e-4,0.00465261915583573,0.33
PROS1,Vitamin K-dependent protein S,-0.28,Non-significant,2.726,-6.48112524508279,6.44818676090922e-5,18.86,15,0.00187950350070443,2.7388040153175e-4,0.00656985724339375,-0.28
RDH13,Retinol dehydrogenase 13,-0.24,Non-significant,2.726,-6.48275843423497,6.43460894653957e-5,19.38,9,0.00187950350070443,1.3558665537248e-4,0.00424479491978314,-0.24
RNASET2,Ribonuclease T2,0.27,Non-significant,2.726,6.48439088987006,6.42106800346097e-5,20.64,12,0.00187950350070443,2.2451193433348e-4,0.00594100478183634,0.27
TMEM120A,Ion channel TACAN,-0.56,Up in X3,2.726,-6.49738378339839,6.31438229256279e-5,17.69,4,0.00187950350070443,3.46479996157064e-5,0.00150583007611608,-0.56
ECI2,Enoyl-CoA delta isomerase 2,-0.28,Non-significant,2.711,-6.45040502935256,6.70941981889387e-5,20.34,17,0.0019460606406076,3.008974108671e-4,0.00709326685299055,-0.28
FMO5,Flavin-containing monooxygenase 5,-0.35,Non-significant,2.708,-6.42669466339261,6.91883451347644e-5,19.3,13,0.00195881032809055,2.0517812907949e-4,0.00562055087853417,-0.35
MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",-0.2,Non-significant,2.708,-6.43003632567822,6.88889888950606e-5,20.14,24,0.00195881032809055,7.2357803395041e-4,0.0130530830087945,-0.2
SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",0.39,Up in X3H,2.708,6.42785750301063,6.90840158163285e-5,23.9,5,0.00195881032809055,2.92215883952954e-5,0.00134034215918576,0.39
SOAT2,Sterol O-acyltransferase 2,-0.86,Up in X3,2.708,-6.42668728455206,6.91890077016942e-5,17.34,2,0.00195881032809055,2.54037044186105e-5,0.00121220741165257,-0.86
USP9X,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,0.36,Non-significant,2.708,6.43243246433342,6.8675194316127e-5,18.18,40,0.00195881032809055,2.7425295574079e-4,0.00656985724339375,0.36
DDB1,DNA damage-binding protein 1,0.21,Non-significant,2.677,6.36825878368236,7.46560750207169e-5,20.78,37,0.00210352378998849,8.0994555572469e-4,0.014305814487233,0.21
DBT,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",-0.41,Up in X3,2.659,-6.33233424819949,7.82470931531067e-5,18.09,12,0.00219425616202338,1.9887146640954e-4,0.00552451862321722,-0.41
APOM,Apolipoprotein M,0.46,Up in X3H,2.647,6.3074173856021,8.08467625662132e-5,20.72,8,0.0022564636514353,1.473079794606e-4,0.00450911934096871,0.46
CYP20A1,Cytochrome P450 20A1,-0.27,Non-significant,2.64,-6.29247478372131,8.24502506966991e-5,19.32,17,0.00229041377170126,3.7540873061179e-4,0.00822701281122207,-0.27
DNM1L,Dynamin-1-like protein,0.34,Non-significant,2.63,6.27186395647075,8.47183961074058e-5,18.62,24,0.00234242406433421,3.1686122792611e-4,0.00741054500252505,0.34
HMOX2,Heme oxygenase 2,-0.32,Non-significant,2.623,-6.25474597551061,8.66532120440197e-5,19.4,9,0.00238477700309053,1.7613681272691e-4,0.00508390985807404,-0.32
ACOX2,Peroxisomal acyl-coenzyme A oxidase 2,-0.31,Non-significant,2.62,-6.24584797133579,8.76776690289276e-5,19.32,25,0.00239897522006005,3.7282987574257e-4,0.0082008712816684,-0.31
ATP5PD,"ATP synthase subunit d, mitochondrial",-0.2,Non-significant,2.62,-6.23976572136981,8.83854314641018e-5,22.23,15,0.00239897522006005,5.9734908437635e-4,0.011475696533295,-0.2
COPB1,Coatomer subunit beta,0.17,Non-significant,2.62,6.24273100886623,8.80396104092245e-5,20.95,26,0.00239897522006005,0.0013191011991633,0.0199619483259571,0.17
RMDN3,Regulator of microtubule dynamics protein 3,-0.23,Non-significant,2.616,-6.22863766167353,8.96963091705282e-5,19.8,13,0.00242343863635623,3.834829163274e-4,0.00837294618416695,-0.23
APOA5,Apolipoprotein A-V,2.45,Up in X3H,2.615,6.2183974274414,9.09210898013548e-5,17.45,11,0.00242601794997071,1.8275242774611e-4,0.00524925298530965,2.45
EHHADH,Peroxisomal bifunctional enzyme,-0.27,Non-significant,2.615,-6.21756202046195,9.10217990355752e-5,20.16,37,0.00242601794997071,5.2688571749956e-4,0.0106040230967515,-0.27
HKDC1,Hexokinase HKDC1,-0.27,Non-significant,2.615,-6.21817083663372,9.09483937236909e-5,20.53,32,0.00242601794997071,5.0314093455636e-4,0.0102305323359795,-0.27
RSU1,Ras suppressor protein 1,0.36,Non-significant,2.613,6.20999634346085,9.19393321035391e-5,18.78,7,0.00243948443074727,1.2062830133007e-4,0.00381688587684506,0.36
KIF5B,Kinesin-1 heavy chain,0.23,Non-significant,2.612,6.20615623278618,9.24088457868701e-5,19.31,35,0.00244099616303978,7.1672582105852e-4,0.0130449738428607,0.23
SLC3A1,Neutral and basic amino acid transport protein rBAT,-1.02,Up in X3,2.6,-6.1773233457753,9.60175701012807e-5,15.38,6,0.00251387593933309,1.7381083720263e-4,0.00504136629278433,-1.02
XRCC6,X-ray repair cross-complementing protein 6,0.12,Non-significant,2.6,6.18064271393371,9.55945033334755e-5,22.27,40,0.00251387593933309,0.0046260315345827,0.043173862129536,0.12
PRKCSH,Glucosidase 2 subunit beta,-0.18,Non-significant,2.599,-6.17297524771979,9.65748010143807e-5,21.48,17,0.00251732642115458,8.8520946766672e-4,0.015270508513656,-0.18
ACSS3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",-0.18,Non-significant,2.588,-6.14861098311745,9.97622237556294e-5,20.97,34,0.00258015843707408,0.00135122160568849,0.0202364365208187,-0.18
GLE1,Nucleoporin GLE1,-0.68,Up in X3,2.588,-6.14138229503416,1.007295249221e-4,16.71,4,0.00258015843707408,9.88200222671064e-5,0.00330349193081621,-0.68
GRWD1,Glutamate-rich WD repeat-containing protein 1,0.26,Non-significant,2.588,6.1423754092224,1.0059603677535e-4,18.02,12,0.00258015843707408,3.3153341944639e-4,0.00766102775694436,0.26
ITGB5,Integrin beta-5,0.33,Non-significant,2.588,6.14697099990938,9.9980797711895e-5,19.99,9,0.00258015843707408,2.0063525399358e-4,0.00554747101813109,0.33
ETFDH,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",-0.36,Non-significant,2.578,-6.11971644437059,1.0368961123567e-4,18.91,11,0.00264453202448912,2.5222553212811e-4,0.00621841030667533,-0.36
UGT1A6,UDP-glucuronosyltransferase 1-6;UDP-glucuronosyltransferase 1-6;UDP-glucuronosyltransferase 1A1;UDP-glucuronosyltransferase 1A3,-0.56,Up in X3,2.572,-6.10741030824405,1.0541245666215e-4,21.24,2,0.0026769335024461,5.96497452409002e-7,6.08530245845529e-5,-0.56
ALB,Albumin,-0.28,Non-significant,2.572,-6.10346550486227,1.0597121659803e-4,21.83,45,0.00267962260089989,5.4650747145234e-4,0.0108512909684011,-0.28
SQLE,Squalene monooxygenase,-0.53,Up in X3,2.559,-6.07808276084437,1.0964355288375e-4,19.9,12,0.00276068469111985,2.4562770792449e-4,0.00621841030667533,-0.53
EHD1,EH domain-containing protein 1;EH domain-containing protein 1;EH domain-containing protein 3,0.37,Non-significant,2.557,6.07118233572809,1.1066537233359e-4,19.43,6,0.00277460596651642,1.0058106786112e-4,0.00332479429348767,0.37
ACSF2,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",-0.2,Non-significant,2.551,-6.05740996544014,1.1273551422492e-4,19.6,24,0.00281458243742148,9.8779323050667e-4,0.0165106569065197,-0.2
WDR1,WD repeat-containing protein 1,0.18,Non-significant,2.538,6.03314253602875,1.1648511539241e-4,21.43,28,0.00289597658729791,0.00128269344023677,0.0198164414774961,0.18
POR,NADPH--cytochrome P450 reductase,-0.23,Non-significant,2.524,-6.00554879664273,1.2091212164725e-4,22.55,50,0.00299346035057241,8.335946145806e-4,0.0145903565280017,-0.23
CAND1,Cullin-associated NEDD8-dissociated protein 1,0.23,Non-significant,2.524,6.00217421039856,1.2146580372525e-4,20.48,44,0.00299463816934309,8.2275081975921e-4,0.0144887398824859,0.23
FABP1,"Fatty acid-binding protein, liver",-0.42,Up in X3,2.522,-5.99290074014457,1.2300141005611e-4,24.6,8,0.00300743530290107,2.1513779328762e-4,0.00579586777029388,-0.42
VPS35,Vacuolar protein sorting-associated protein 35,0.19,Non-significant,2.522,5.99513696129055,1.2262921324124e-4,20.38,31,0.00300743530290107,0.00131677594435123,0.0199619483259571,0.19
GCAT,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",-0.65,Up in X3,2.518,-5.98335782101783,1.2460342365588e-4,18.15,6,0.00303406772745635,1.9498779285649e-4,0.00544218287892392,-0.65
DLAT,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",-0.18,Non-significant,2.511,-5.96749414588146,1.2731632277632e-4,20.9,16,0.00308361696936783,9.1007767072346e-4,0.0155633802822853,-0.18
SLC25A12,Calcium-binding mitochondrial carrier protein Aralar1;Calcium-binding mitochondrial carrier protein Aralar1;Calcium-binding mitochondrial carrier protein Aralar2,-0.27,Non-significant,2.511,-5.96539166603154,1.2768060799309e-4,20.95,8,0.00308361696936783,1.9211784720096e-4,0.00538749432174463,-0.27
PARVA,Beta-parvin;Alpha-parvin,0.45,Up in X3H,2.511,5.9617670417792,1.2831125720842e-4,17.29,9,0.00308625084919607,2.5102177878283e-4,0.00621841030667533,0.45
ENOSF1,Mitochondrial enolase superfamily member 1,3.08,Up in X3H,2.481,5.90855357120946,1.3796508729129e-4,15.54,2,0.0033050179008202,2.4464526888935e-4,0.00621841030667533,3.08
B4GAT1,"Beta-1,4-glucuronyltransferase 1",0.42,Up in X3H,2.481,5.90543501877884,1.3855452552793e-4,18.31,6,0.00330575454656758,1.5408594546532e-4,0.00462873470849298,0.42
PIGS,GPI transamidase component PIG-S,-0.21,Non-significant,2.478,-5.89550854554055,1.4044879255954e-4,18.38,15,0.00332414202229919,6.9052292778839e-4,0.0126538667370202,-0.21
TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,-0.23,Non-significant,2.478,-5.89704310362115,1.4015414605395e-4,19.67,20,0.00332414202229919,7.755074238167e-4,0.0138213175503718,-0.23
F5,Coagulation factor V,2.69,Up in X3H,2.466,5.87127462427101,1.4519108857026e-4,17.64,20,0.00342269191661454,2.8214815776344e-4,0.00673173648986403,2.69
ACSL4,Long-chain-fatty-acid--CoA ligase 4;Long-chain-fatty-acid--CoA ligase 4;Long-chain-fatty-acid--CoA ligase 3,-0.48,Up in X3,2.464,-5.86518768199436,0.00014640903777573001,21.24,3,0.00343770744650403,1.26021245003207e-5,6.9043306174442e-4,-0.48
LDHD,"Probable D-lactate dehydrogenase, mitochondrial",-0.53,Up in X3,2.455,-5.84753076389846,1.5000448021229e-4,17.28,6,0.0035082075470995,2.0806163965687e-4,0.00567327521589726,-0.53
PC,"Pyruvate carboxylase, mitochondrial",-0.27,Non-significant,2.453,-5.84198516398465,1.5115317611554e-4,20.49,47,0.00352115489399883,7.20884568866e-4,0.0130449738428607,-0.27
