"Genes","ProtDesc","X1_vs_X3","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val","Comparison","X1H_vs_X3H","X3_vs_X5","X3H_vs_X5H"
"WDR46","WD repeat-containing protein 46",-0.65,"Up in X1",5.002,-10.7328311657705,6.99818565519667e-07,18.87,15,9.953909740817e-06,3.4696723977511e-06,4.48169134668568e-05,"X1 vs X3 Up",NA,NA,NA
"LTF","Lactotransferrin",-1.76,"Up in X1",5.001,-10.7275195678518,7.03095453443708e-07,17.67,2,9.97653668591468e-06,5.1712048651649e-07,1.18596973593724e-05,"X1 vs X3 Up",NA,NA,NA
"NAT10","RNA cytidine acetyltransferase",-0.49,"Up in X1",4.991,-10.6934316911338,7.24527639547458e-07,20.58,28,1.02072143885769e-05,7.40791566598491e-06,7.81330427729638e-05,"X1 vs X3 Up",NA,NA,NA
"RPL7L1","60S ribosomal protein L7-like 1",-0.66,"Up in X1",4.988,-10.6803880787429,7.3291613193214e-07,19.64,12,1.02764567598163e-05,3.01270522375166e-06,4.01490468669788e-05,"X1 vs X3 Up",NA,NA,NA
"MTREX","Exosome RNA helicase MTR4",-0.47,"Up in X1",4.988,-10.6771014090429,7.35046486696654e-07,19.26,21,1.02819623210026e-05,7.22480654972743e-06,7.67220512168875e-05,"X1 vs X3 Up",NA,NA,NA
"DDX5","Probable ATP-dependent RNA helicase DDX5;Probable ATP-dependent RNA helicase DDX5;Probable ATP-dependent RNA helicase DDX17",-0.48,"Up in X1",4.985,-10.6622376796968,7.44765521397173e-07,21.63,9,1.03445483335847e-05,2.16801429441482e-06,3.22315089951067e-05,"X1 vs X3 Up",NA,NA,NA
"DDX54","ATP-dependent RNA helicase DDX54",-0.43,"Up in X1",4.951,-10.5622617505429,8.13892593168798e-07,19.82,23,1.11995406366972e-05,9.81699635679457e-06,9.55381043472919e-05,"X1 vs X3 Up",NA,NA,NA
"POLR1A","DNA-directed RNA polymerase III subunit RPC1;DNA-directed RNA polymerase I subunit RPA1",-0.53,"Up in X1",4.95,-10.5526052145625,8.20931102802707e-07,17.51,24,1.12200846067104e-05,6.40751341028302e-06,7.02097349048975e-05,"X1 vs X3 Up",NA,NA,NA
"PSAP","Prosaposin",-0.84,"Up in X1",4.95,-10.5474258358958,8.24733590488433e-07,22.47,20,1.12200846067104e-05,3.50777391995041e-06,4.49253209617891e-05,"X1 vs X3 Up",NA,NA,NA
"POLR1B","DNA-directed RNA polymerase I subunit RPA2",-0.58,"Up in X1",4.891,-10.3615817817557,9.7472919900789e-07,19.24,10,1.2840404372031e-05,3.33039739771154e-06,4.35010185480335e-05,"X1 vs X3 Up",NA,NA,NA
"RSL1D1","Ribosomal L1 domain-containing protein 1",-0.45,"Up in X1",4.891,-10.3595341598198,9.76539119049171e-07,22.07,22,1.2840404372031e-05,9.80307344675234e-06,9.55381043472919e-05,"X1 vs X3 Up",NA,NA,NA
"FTSJ3","pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3",-0.38,"Up in X1",4.89,-10.3542751976441,9.81204387685578e-07,19.93,21,1.28731404920966e-05,1.42265842011363e-05,0.00012483035805075,"X1 vs X3 Up",NA,NA,NA
"MAP1LC3A","Microtubule-associated proteins 1A/1B light chain 3 beta 2",-1.36,"Up in X1",4.887,-10.3406833232742,9.93374728164058e-07,17.89,1,1.29860733518065e-05,5.59396411926633e-08,3.18264285516335e-06,"X1 vs X3 Up",NA,NA,NA
"FAM207A","Protein FAM207A",-1.14,"Up in X1",4.878,-10.3143026251399,1.01746846788121e-06,17.77,6,1.32315624713256e-05,2.08139624996862e-06,3.14977534809829e-05,"X1 vs X3 Up",NA,NA,NA
"RBM28","RNA-binding protein 28",-0.38,"Up in X1",4.868,-10.2678815579375,1.06142585516664e-06,18.99,18,1.3564701479527e-05,1.30190287259848e-05,0.00011703327881277,"X1 vs X3 Up",NA,NA,NA
"IPO7","Importin-7",-0.5,"Up in X1",4.867,-10.2652240254597,1.06400421749114e-06,19.38,18,1.35683468855497e-05,7.4031738119919e-06,7.81330427729638e-05,"X1 vs X3 Up",NA,NA,NA
"NUP50","Nuclear pore complex protein Nup50",-0.54,"Up in X1",4.844,-10.1878854579755,1.14211011695921e-06,18.07,11,1.43191045025625e-05,4.5737638527516e-06,5.40178856621381e-05,"X1 vs X3 Up",NA,NA,NA
"DDX10","Probable ATP-dependent RNA helicase DDX10",-0.94,"Up in X1",4.826,-10.1255805275547,1.20958059553872e-06,18.01,15,1.49417294025106e-05,4.22556802441524e-06,5.08184674806198e-05,"X1 vs X3 Up",NA,NA,NA
"KIF22","Kinesin-like protein KIF22",-1.34,"Up in X1",4.823,-10.1158116540684,1.22054763825832e-06,16.61,6,1.50145122153316e-05,2.70809101528631e-06,3.74387255547876e-05,"X1 vs X3 Up",NA,NA,NA
"DNAJC7","DnaJ homolog subfamily C member 7",-0.47,"Up in X1",4.808,-10.0760511156202,1.26631563981935e-06,18.18,7,1.55452067236745e-05,1.28468049349716e-06,2.25562447478419e-05,"X1 vs X3 Up",NA,NA,NA
"TMEM37","Voltage-dependent calcium channel gamma-like subunit",-1.39,"Up in X1",4.808,-10.0726499806048,1.27031658130801e-06,16.37,1,1.55519867361022e-05,1.29242744718658e-07,5.13241154698186e-06,"X1 vs X3 Up",NA,NA,NA
"CALCOCO2","Calcium-binding and coiled-coil domain-containing protein 2",-0.68,"Up in X1",4.802,-10.0451850274235,1.30313420982557e-06,17.79,10,1.57681904285029e-05,4.09799030141459e-06,4.99663217378375e-05,"X1 vs X3 Up",NA,NA,NA
"NSUN5","28S rRNA (cytosine-C(5))-methyltransferase",-0.53,"Up in X1",4.798,-10.0309562156026,1.32049826974536e-06,17.53,10,1.59132143830617e-05,4.51799107594391e-06,5.37886382220526e-05,"X1 vs X3 Up",NA,NA,NA
"RIOK1","Serine/threonine-protein kinase RIO1",-1.21,"Up in X1",4.791,-10.009787859139,1.34679901889737e-06,17.21,4,1.61643200706202e-05,1.62012991546859e-06,2.62735488355803e-05,"X1 vs X3 Up",NA,NA,NA
"RFC2","Replication factor C subunit 2",-0.56,"Up in X1",4.783,-9.98153598050507,1.38279342866834e-06,18.92,9,1.64959449948197e-05,3.81323838895516e-06,4.74312551633951e-05,"X1 vs X3 Up",NA,NA,NA
"COL18A1","Collagen alpha-1(XVIII) chain",-0.55,"Up in X1",4.727,-9.81718650456101,1.61409724776117e-06,18.53,16,1.87634841159191e-05,8.38778471456139e-06,8.57173297278042e-05,"X1 vs X3 Up",NA,NA,NA
"TMPO","Lamina-associated polypeptide 2, isoform alpha;Lamina-associated polypeptide 2, isoform alpha;Lamina-associated polypeptide 2, isoforms beta/gamma",-0.49,"Up in X1",4.721,-9.80079183835469,1.63938653791519e-06,18.89,12,1.90200983232238e-05,7.52097824341968e-06,7.89164802286107e-05,"X1 vs X3 Up",NA,NA,NA
"EMILIN1","EMILIN-1",-0.96,"Up in X1",4.712,-9.77483778938715,1.68030784558729e-06,17.02,29,1.94187139108203e-05,6.14788284091667e-06,6.76322143976588e-05,"X1 vs X3 Up",NA,NA,NA
"G3BP1","Ras GTPase-activating protein-binding protein 1",-0.44,"Up in X1",4.695,-9.72306921811058,1.76529139196135e-06,21.14,17,2.02035380391399e-05,1.29582519193995e-05,0.00011688106190104,"X1 vs X3 Up",NA,NA,NA
"UTP15","U3 small nucleolar RNA-associated protein 15 homolog",-0.53,"Up in X1",4.672,-9.65838778557439,1.87810956283909e-06,18.66,20,2.12888396232162e-05,1.11618160888941e-05,0.00010351797147019,"X1 vs X3 Up",NA,NA,NA
"EMG1","Ribosomal RNA small subunit methyltransferase NEP1",-0.65,"Up in X1",4.651,-9.599493526328,1.98768286937927e-06,20.07,7,2.23171148730875e-05,3.37920349670761e-06,4.39444990989427e-05,"X1 vs X3 Up",NA,NA,NA
"ITM2B","Integral membrane protein 2B",-1,"Up in X1",4.648,-9.58397731576362,2.01769564877362e-06,17.25,5,2.24834372011177e-05,2.85577131712597e-06,3.89345596392497e-05,"X1 vs X3 Up",NA,NA,NA
"PAK1IP1","p21-activated protein kinase-interacting protein 1",-1.04,"Up in X1",4.643,-9.56625636377186,2.05257760889065e-06,19.95,16,2.27390507611272e-05,6.52966373087644e-06,7.12841702870773e-05,"X1 vs X3 Up",NA,NA,NA
"IMP4","U3 small nucleolar ribonucleoprotein protein IMP4",-0.53,"Up in X1",4.637,-9.54692499994067,2.09137952496198e-06,19.72,8,2.30441203895718e-05,4.24913506228663e-06,5.09982396826571e-05,"X1 vs X3 Up",NA,NA,NA
"IPO4","Importin-4",-0.55,"Up in X1",4.623,-9.50498054495654,2.17834380077515e-06,18.83,17,2.38248803496979e-05,1.08752328367177e-05,0.00010181764666908,"X1 vs X3 Up",NA,NA,NA
"AURKA","Aurora kinase A;Aurora kinase A;Aurora kinase B",-2.12,"Up in X1",4.591,-9.42361807476945,2.35846772768636e-06,15.21,1,2.56684762719642e-05,2.38898232536206e-06,3.41904648105211e-05,"X1 vs X3 Up",NA,NA,NA
"TSR1","Pre-rRNA-processing protein TSR1 homolog",-0.77,"Up in X1",4.586,-9.41107398277402,2.38765215742379e-06,18.34,11,2.59224547072965e-05,7.28561487899083e-06,7.71180379946131e-05,"X1 vs X3 Up",NA,NA,NA
"MYBBP1A","Myb-binding protein 1A",-0.47,"Up in X1",4.586,-9.40905282014586,2.39239113206253e-06,20.53,33,2.59263339348241e-05,1.83563971884025e-05,0.00014878740022435,"X1 vs X3 Up",NA,NA,NA
"SMC4","Structural maintenance of chromosomes protein 4",-0.73,"Up in X1",4.58,-9.38900269211852,2.4399604227485e-06,18.21,16,2.62973512229561e-05,9.04571250398209e-06,8.99554300606085e-05,"X1 vs X3 Up",NA,NA,NA
"DIMT1","Probable dimethyladenosine transferase",-1.16,"Up in X1",4.565,-9.34238449749236,2.55458867245273e-06,17.23,6,2.72351372520771e-05,5.20941671542154e-06,5.96211193523196e-05,"X1 vs X3 Up",NA,NA,NA
"AAAS","Aladin",-0.48,"Up in X1",4.559,-9.32587730623833,2.5965714378017e-06,18.35,10,2.75833271049778e-05,8.44308920503102e-06,8.59106498189791e-05,"X1 vs X3 Up",NA,NA,NA
"PCNA","Proliferating cell nuclear antigen",-0.61,"Up in X1",4.552,-9.29428035923162,2.67904049675975e-06,21.48,11,2.80564294147388e-05,8.82014599040494e-06,8.83312365140107e-05,"X1 vs X3 Up",NA,NA,NA
"RPS19BP1","Active regulator of SIRT1",-0.94,"Up in X1",4.54,-9.25657954154662,2.78118777293723e-06,17.82,5,2.88201191812077e-05,3.70669861802108e-06,4.67644684921764e-05,"X1 vs X3 Up",NA,NA,NA
"DBN1","Drebrin",-0.55,"Up in X1",4.521,-9.197017099047,2.95130348246504e-06,18.14,11,3.01220701729052e-05,1.0066244567274e-05,9.73234789290204e-05,"X1 vs X3 Up",NA,NA,NA
"HELLS","Lymphoid-specific helicase",-2.05,"Up in X1",4.52,-9.19046355775067,2.97070126861751e-06,16.01,8,3.02274792231198e-05,7.52326301550678e-06,7.89164802286107e-05,"X1 vs X3 Up",NA,NA,NA
"UCK2","Uridine-cytidine kinase 2",-1.03,"Up in X1",4.474,-9.07015024624949,3.35260525850671e-06,16.64,5,3.35657619536112e-05,5.07277411100775e-06,5.85099501263798e-05,"X1 vs X3 Up",NA,NA,NA
"KIF21A","Kinesin-like protein KIF21A",-0.52,"Up in X1",4.46,-9.03350226545974,3.47930112878494e-06,16.4,8,3.46582908737719e-05,6.93722501449291e-06,7.44964798743277e-05,"X1 vs X3 Up",NA,NA,NA
"RFC4","Replication factor C subunit 4",-0.39,"Up in X1",4.443,-8.98413336935098,3.65827214303711e-06,18.59,11,3.60166327293687e-05,1.55445809719442e-05,0.00013215127242958,"X1 vs X3 Up",NA,NA,NA
"RBBP4","Histone-binding protein RBBP4;Histone-binding protein RBBP4;Histone-binding protein RBBP7",-0.59,"Up in X1",4.425,-8.93665238216146,3.83987408356045e-06,19.73,8,3.75546032271524e-05,8.06180928895695e-06,8.33130681841631e-05,"X1 vs X3 Up",NA,NA,NA
"GFM1","Elongation factor G, mitochondrial",-0.43,"Up in X1",4.425,-8.93363291954119,3.85174957793793e-06,19.62,23,3.76085845753444e-05,2.76260974999584e-05,0.00020717822421705,"X1 vs X3 Up",NA,NA,NA
"GRWD1","Glutamate-rich WD repeat-containing protein 1",-0.61,"Up in X1",4.415,-8.90652973067277,3.96015098348393e-06,18.19,12,3.8476540836247e-05,1.32158087078326e-05,0.00011830248127722,"X1 vs X3 Up",NA,NA,NA
"NOL10","Nucleolar protein 10",-0.58,"Up in X1",4.404,-8.87494529888445,4.09067639606953e-06,18.87,13,3.9421062272872e-05,1.48114346116819e-05,0.0001282918985524,"X1 vs X3 Up",NA,NA,NA
"MCM6","DNA replication licensing factor MCM6",-0.66,"Up in X1",4.387,-8.82546187756885,4.30466637641869e-06,18.8,19,4.10156375994676e-05,1.63343086983867e-05,0.00013689816511098,"X1 vs X3 Up",NA,NA,NA
"HMOX1","Heme oxygenase 1",-0.5,"Up in X1",4.387,-8.82331814310196,4.31420776597352e-06,20.54,8,4.10404619795263e-05,8.40223952038642e-06,8.57173297278042e-05,"X1 vs X3 Up",NA,NA,NA
"SRFBP1","Serum response factor-binding protein 1",-1.14,"Up in X1",4.375,-8.78398601156196,4.49340955240114e-06,16.72,3,4.21695194081187e-05,3.11446824890461e-06,4.12266412276702e-05,"X1 vs X3 Up",NA,NA,NA
"DHX36","Putative ATP-dependent RNA helicase DHX57;ATP-dependent DNA/RNA helicase DHX36",-0.55,"Up in X1",4.347,-8.70373016748441,4.88466880242393e-06,17.57,11,4.49495883420566e-05,1.55828954287679e-05,0.00013228693292972,"X1 vs X3 Up",NA,NA,NA
"FAT1","Protocadherin Fat 1",-0.66,"Up in X1",4.339,-8.67934420892824,5.01077044650751e-06,17.05,45,4.58249284883847e-05,2.08688233993952e-05,0.0001650813209281,"X1 vs X3 Up",NA,NA,NA
"APOE","Apolipoprotein E",-0.53,"Up in X1",4.331,-8.65999372469957,5.11334980638179e-06,21.75,28,4.66189380652713e-05,2.55155586920626e-05,0.00019455613502697,"X1 vs X3 Up",NA,NA,NA
"NOP14","Nucleolar protein 14",-0.64,"Up in X1",4.315,-8.61391952368904,5.36689405837398e-06,18.64,17,4.8388512092331e-05,1.95292936406751e-05,0.0001563664823706,"X1 vs X3 Up",NA,NA,NA
"NOL6","Nucleolar protein 6",-0.39,"Up in X1",4.313,-8.60466483988808,5.41945079284215e-06,19.11,14,4.86612936521748e-05,2.94381009183009e-05,0.00021773155391698,"X1 vs X3 Up",NA,NA,NA
"SMIM26","Small integral membrane protein 26",-1.17,"Up in X1",4.313,-8.6046381332232,5.4196032646245e-06,16.82,1,4.86612936521748e-05,4.58369939346377e-07,1.11634944840874e-05,"X1 vs X3 Up",NA,NA,NA
"ELAC2","Zinc phosphodiesterase ELAC protein 2",-0.69,"Up in X1",4.299,-8.56664412842411,5.64130794715545e-06,18.17,12,5.01949159749155e-05,1.69299411290733e-05,0.00014107136768766,"X1 vs X3 Up",NA,NA,NA
"NLE1","Notchless protein homolog 1",-0.47,"Up in X1",4.288,-8.53178666759389,5.85339158888907e-06,18.21,9,5.15394613563342e-05,1.43996962677649e-05,0.0001257574843297,"X1 vs X3 Up",NA,NA,NA
"MCM7","DNA replication licensing factor MCM7",-0.62,"Up in X1",4.257,-8.45742960155039,6.33531288660056e-06,19.43,20,5.53494083558342e-05,2.40442237617446e-05,0.00018428713989409,"X1 vs X3 Up",NA,NA,NA
"TMEM59","Transmembrane protein 59",-0.99,"Up in X1",4.246,-8.42681368837351,6.54611520830929e-06,17.57,4,5.67106349744745e-05,6.67379952157467e-06,7.24566454479951e-05,"X1 vs X3 Up",NA,NA,NA
"GRSF1","G-rich sequence factor 1",-0.52,"Up in X1",4.225,-8.3733882369911,6.93243471526759e-06,20.97,7,5.9620953793951e-05,9.99101819579224e-06,9.6838574828488e-05,"X1 vs X3 Up",NA,NA,NA
"EXOSC8","Exosome complex component RRP43",-0.49,"Up in X1",4.217,-8.35208930114027,7.09328680377846e-06,19.09,8,6.06517023380884e-05,1.34830486621451e-05,0.0001201493959848,"X1 vs X3 Up",NA,NA,NA
"NCAPG","Condensin complex subunit 3",-1.11,"Up in X1",4.209,-8.33133813730691,7.25390440369906e-06,17.02,9,6.1846329044218e-05,1.7417106962415e-05,0.00014353345668051,"X1 vs X3 Up",NA,NA,NA
"UBE2C","Ubiquitin-conjugating enzyme E2 C",-1.36,"Up in X1",4.177,-8.24788524410904,7.94085722367972e-06,16.54,3,6.65524818590834e-05,9.01959269181905e-06,8.99289395871662e-05,"X1 vs X3 Up",NA,NA,NA
"TXLNA","Alpha-taxilin",-0.41,"Up in X1",4.169,-8.22906970610245,8.1052982012422e-06,17.87,7,6.77387704191386e-05,8.45668718760158e-06,8.59106498189791e-05,"X1 vs X3 Up",NA,NA,NA
"RIOX2","Ribosomal oxygenase 2",-1.24,"Up in X1",4.162,-8.21041124595982,8.27202078078333e-06,16.18,7,6.88404317298101e-05,1.80750390290742e-05,0.00014731405776175,"X1 vs X3 Up",NA,NA,NA
"NPM3","Nucleoplasmin-3",-0.5,"Up in X1",4.142,-8.15979561774209,8.74332364708356e-06,19.73,5,7.20532674370382e-05,2.34101948446839e-06,3.40339368294826e-05,"X1 vs X3 Up",NA,NA,NA
"SRRM2","Serine/arginine repetitive matrix protein 2",-0.39,"Up in X1",4.13,-8.12296524833322,9.10455288305798e-06,20.49,25,7.42033600675676e-05,6.15517639098952e-05,0.00038484141095737,"X1 vs X3 Up",NA,NA,NA
"TFB2M","Dimethyladenosine transferase 2, mitochondrial",-0.64,"Up in X1",4.124,-8.1096546524274,9.23905751647169e-06,18.62,9,7.50927243474767e-05,2.18236007329893e-05,0.00017035652445527,"X1 vs X3 Up",NA,NA,NA
"CRNKL1","Crooked neck-like protein 1",-0.43,"Up in X1",4.114,-8.08360303250726,9.50858991628541e-06,18.8,20,7.69662469694402e-05,4.9530983463183e-05,0.00032819129804216,"X1 vs X3 Up",NA,NA,NA
"NIP7","60S ribosome subunit biogenesis protein NIP7 homolog",-0.54,"Up in X1",4.087,-8.01843880392757,1.02208603787584e-05,19.55,8,8.17598483305339e-05,2.00509966877709e-05,0.000159894538277,"X1 vs X3 Up",NA,NA,NA
"BOP1","Ribosome biogenesis protein BOP1",-0.54,"Up in X1",4.084,-8.00626376265959,1.03602442127095e-05,19.91,18,8.24104916855481e-05,3.95196700400614e-05,0.00027433156045659,"X1 vs X3 Up",NA,NA,NA
"RFC3","Replication factor C subunit 3",-0.46,"Up in X1",4.084,-8.00858164015108,1.03335503891279e-05,17.93,10,8.24104916855481e-05,2.86615872807197e-05,0.00021305353258796,"X1 vs X3 Up",NA,NA,NA
"NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form",-0.56,"Up in X1",4.056,-7.9369977975393,1.11934745341793e-05,20.31,6,8.78405687251182e-05,1.18947059754463e-05,0.000108445262337,"X1 vs X3 Up",NA,NA,NA
"EXOSC6","Exosome complex component MTR3",-0.38,"Up in X1",4.041,-7.89963315604767,1.16728873040186e-05,19.73,8,9.09993072172305e-05,1.92956462234018e-05,0.0001547050659944,"X1 vs X3 Up",NA,NA,NA
"WDR43","WD repeat-containing protein 43",-0.69,"Up in X1",4.039,-7.89362111703087,1.17520829759292e-05,20,9,9.14961512744383e-05,2.72148145156672e-05,0.00020461252539924,"X1 vs X3 Up",NA,NA,NA
"UHRF1","E3 ubiquitin-protein ligase UHRF2;E3 ubiquitin-protein ligase UHRF1",-1.76,"Up in X1",4.015,-7.83468521630297,1.256001710108e-05,16.78,15,9.66381283164808e-05,2.99758272301337e-05,0.00022088041061108,"X1 vs X3 Up",NA,NA,NA
"AMBP","Protein AMBP",-0.42,"Up in X1",3.994,-7.78087040644148,1.33504978993349e-05,19.51,9,0.00010127550778251,3.07734295072932e-05,0.00022492493678846,"X1 vs X3 Up",NA,NA,NA
"KNOP1","Lysine-rich nucleolar protein 1",-0.56,"Up in X1",3.99,-7.76696661239555,1.35633812701748e-05,17.66,8,0.00010236546808115,2.67060616440411e-05,0.00020181323978006,"X1 vs X3 Up",NA,NA,NA
"MCM4","DNA replication licensing factor MCM4",-0.59,"Up in X1",3.98,-7.74333006086308,1.39337722770608e-05,18.57,19,0.00010476001342232,4.69239957458577e-05,0.00031434362494576,"X1 vs X3 Up",NA,NA,NA
"NVL","Nuclear valosin-containing protein-like",-0.83,"Up in X1",3.971,-7.71825879759943,1.43386550501813e-05,16.37,5,0.00010698842614366,1.83303832007668e-05,0.00014878035308496,"X1 vs X3 Up",NA,NA,NA
"SUN1","SUN domain-containing protein 1",-0.85,"Up in X1",3.961,-7.69554170653206,1.47165392273503e-05,16.53,10,0.00010931218515528,3.50223126235792e-05,0.00024967111300447,"X1 vs X3 Up",NA,NA,NA
"TIMP1","Metalloproteinase inhibitor 1",-2.79,"Up in X1",3.908,-7.55920765488725,1.7223517713881e-05,16.02,4,0.00012367907076824,3.5727805308033e-05,0.00025257039905332,"X1 vs X3 Up",NA,NA,NA
"NACC1","Nucleus accumbens-associated protein 1",-0.8,"Up in X1",3.892,-7.5205962691493,1.80149197015811e-05,17.48,5,0.0001282722982843,2.24860916566764e-05,0.00017414948211067,"X1 vs X3 Up",NA,NA,NA
"AKAP8","A-kinase anchor protein 8",-0.47,"Up in X1",3.891,-7.51832861433317,1.80626070758686e-05,18.15,10,0.00012845726690855,4.68033542111849e-05,0.00031398576742356,"X1 vs X3 Up",NA,NA,NA
"ABT1","Activator of basal transcription 1",-0.62,"Up in X1",3.874,-7.47876147134433,1.89170510589528e-05,18.37,6,0.00013351096732316,2.42315205415974e-05,0.00018548241532293,"X1 vs X3 Up",NA,NA,NA
"RBM17","Splicing factor 45",-0.39,"Up in X1",3.869,-7.46574293920726,1.9207668556228e-05,19.14,13,0.00013513885237479,7.27620613141101e-05,0.0004396596597114,"X1 vs X3 Up",NA,NA,NA
"ARID3A","AT-rich interactive domain-containing protein 3A",-0.49,"Up in X1",3.869,-7.46354015162404,1.92573183726489e-05,19.67,12,0.0001353272598705,5.71427516742125e-05,0.00036632032682157,"X1 vs X3 Up",NA,NA,NA
"SPTLC1","Serine palmitoyltransferase 1",-0.45,"Up in X1",3.835,-7.38338010734545,2.11620363991021e-05,19.12,12,0.00014610941583837,6.50954830502342e-05,0.00040247646103263,"X1 vs X3 Up",NA,NA,NA
"EXOSC4","Exosome complex component RRP41",-0.39,"Up in X1",3.833,-7.3777873476557,2.13023342810436e-05,19.3,7,0.00014690665727381,2.26316464945421e-05,0.00017504765007608,"X1 vs X3 Up",NA,NA,NA
"PHIP","PH-interacting protein",-0.4,"Up in X1",3.827,-7.36360983061117,2.16625148395882e-05,18.24,15,0.00014887003519842,8.60065051405387e-05,0.00049843338973219,"X1 vs X3 Up",NA,NA,NA
"SLC1A4","Neutral amino acid transporter A",-1.36,"Up in X1",3.826,-7.35962750541733,2.17648672156965e-05,16.77,4,0.00014939990639823,3.49693442014951e-05,0.0002495942215202,"X1 vs X3 Up",NA,NA,NA
"AK6","Adenylate kinase isoenzyme 6",-0.87,"Up in X1",3.824,-7.35587316463199,2.18618392076108e-05,17.01,3,0.00014989166001324,1.04274417936308e-05,9.95147953111508e-05,"X1 vs X3 Up",NA,NA,NA
"RBM14","RNA-binding protein 14",-0.4,"Up in X1",3.808,-7.31163080532295,2.30404695768927e-05,20.8,22,0.00015546138997742,0.00010804347536387,0.0005924867875144,"X1 vs X3 Up",NA,NA,NA
"FSCN1","Fascin",-0.39,"Up in X1",3.781,-7.24093873103163,2.50687760890106e-05,20.43,20,0.00016551806566569,0.00011745442699854,0.00063122420031822,"X1 vs X3 Up",NA,NA,NA
"GPAT3","Glycerol-3-phosphate acyltransferase 3",-0.63,"Up in X1",3.781,-7.23931708934043,2.5117512834096e-05,18.23,12,0.00016551806566569,6.44709644555403e-05,0.00039944994417113,"X1 vs X3 Up",NA,NA,NA
"PRMT1","Protein arginine N-methyltransferase 1",-0.45,"Up in X1",3.781,-7.24382826533008,2.4982187379359e-05,20.69,19,0.00016551806566569,9.57452648019918e-05,0.00054006170813478,"X1 vs X3 Up",NA,NA,NA
"SUGP2","SURP and G-patch domain-containing protein 2",-0.44,"Up in X1",3.774,-7.22112564911284,2.56713133221718e-05,18.06,12,0.00016840040014112,7.83253194364147e-05,0.00046298792717808,"X1 vs X3 Up",NA,NA,NA
"OGT","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit",-0.98,"Up in X1",3.758,-7.18610206606966,2.67750677425599e-05,16.77,10,0.00017448025972767,5.97541857639764e-05,0.00037814493814486,"X1 vs X3 Up",NA,NA,NA
"UTP18","U3 small nucleolar RNA-associated protein 18 homolog",-0.59,"Up in X1",3.751,-7.16633135491193,2.74207027668861e-05,18.99,8,0.00017751454953136,5.29160711830232e-05,0.0003456531718644,"X1 vs X3 Up",NA,NA,NA
"PLK1","Serine/threonine-protein kinase PLK1",-2.99,"Up in X1",3.75,-7.16452153351069,2.74806398280279e-05,15.62,6,0.00017770813755458,5.81552873380869e-05,0.00037160349371432,"X1 vs X3 Up",NA,NA,NA
"PODXL","Podocalyxin",-0.67,"Up in X1",3.747,-7.15469789803332,2.78084557745966e-05,18.06,4,0.00017924034076066,1.49076273746593e-05,0.00012877143237351,"X1 vs X3 Up",NA,NA,NA
