"Genes","ProtDesc","X1H_vs_H5H","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val","SharedSignificant","unchanged","backgrdnd"
"CHD4","Chromodomain-helicase-DNA-binding protein 4",-1.08,"Up in X1H",8.147,-23.5034146599536,2.02249831714076e-10,19.31,29,7.1232872276916e-09,7.38142677740971e-09,1.79736223217832e-07,FALSE,TRUE,FALSE
"ANPEP","Aminopeptidase N",0.74,"Up in X5H",8.107,23.2643991977049,2.24745403200304e-10,20.96,43,7.8224620631541e-09,3.44538151404081e-08,5.08387092732656e-07,FALSE,TRUE,FALSE
"CBR1","Carbonyl reductase [NADPH] 3;Carbonyl reductase [NADPH] 1",1.27,"Up in X5H",8.104,23.2362576501093,2.27569185109577e-10,19.98,11,7.86547845279862e-09,2.27156559162605e-09,8.29682321336503e-08,FALSE,TRUE,FALSE
"PDZK1","Na(+)/H(+) exchange regulatory cofactor NHE-RF3",2.92,"Up in X5H",8.104,23.2126378660384,2.29969202692946e-10,17.48,12,7.86547845279862e-09,1.90764437173692e-09,7.3774717304362e-08,TRUE,FALSE,FALSE
"WDR36","WD repeat-containing protein 36",-0.83,"Up in X1H",8.089,-23.1227921142856,2.39354595547291e-10,19.13,19,8.13943184973172e-09,1.25108226552697e-08,2.60656822715601e-07,FALSE,TRUE,FALSE
"LGALS3BP","Galectin-3-binding protein",-0.97,"Up in X1H",8.076,-23.0396328388094,2.48415746628814e-10,22.35,24,8.39929127315823e-09,1.01778310794862e-08,2.23045283323408e-07,FALSE,FALSE,FALSE
"MATR3","Matrin-3",-0.84,"Up in X1H",8.066,-22.9757929312722,2.55626361900419e-10,20.98,32,8.58952206610617e-09,1.95474441931952e-08,3.48380202684144e-07,FALSE,TRUE,FALSE
"UBE3A","Ubiquitin-protein ligase E3A",1.08,"Up in X5H",8.066,22.9643286733908,2.56945311086833e-10,17.68,18,8.58952206610617e-09,6.26629279253721e-09,1.61650327102561e-07,FALSE,FALSE,FALSE
"RFC4","Replication factor C subunit 4",-1.13,"Up in X1H",8.063,-22.9269173672638,2.61301467879205e-10,18.39,11,8.64740949785553e-09,2.73696817157906e-09,9.36106397181115e-08,FALSE,TRUE,FALSE
"ACAT2","Acetyl-CoA acetyltransferase, cytosolic",1.22,"Up in X5H",8.063,22.8995021400231,2.64544948446042e-10,21.11,13,8.6481351378742e-09,3.54502530964295e-09,1.11574014665731e-07,FALSE,FALSE,FALSE
"RPL7L1","60S ribosomal protein L7-like 1",-1.36,"Up in X1H",8.047,-22.8064462497232,2.75886944792705e-10,19.26,12,8.96935743043098e-09,2.96054795441308e-09,9.78634762361017e-08,FALSE,TRUE,FALSE
"LMAN1","Protein ERGIC-53",0.97,"Up in X5H",8.04,22.7590756571027,2.81864015254872e-10,21.54,18,9.11360315990754e-09,8.53397636817303e-09,1.98365740910195e-07,FALSE,TRUE,FALSE
"HELLS","Lymphoid-specific helicase",-3.31,"Up in X1H",8.019,-22.6258395466107,2.99448000307343e-10,15.82,8,9.57748009631648e-09,2.05183017432532e-09,7.73291665062606e-08,TRUE,FALSE,FALSE
"TFPI","Tissue factor pathway inhibitor",-1.72,"Up in X1H",8.001,-22.5262187532656,3.13379012240804e-10,19.91,7,9.96915922273567e-09,1.27134550656818e-09,5.74240562012512e-08,FALSE,FALSE,FALSE
"PGK1","Phosphoglycerate kinase 1;Phosphoglycerate kinase 1",1.05,"Up in X5H",7.951,22.2486587784269,3.56073065332764e-10,23.07,9,1.12068315296488e-08,1.93695539271682e-09,7.42172675216243e-08,FALSE,TRUE,FALSE
"DSP","Desmoplakin",0.65,"Up in X5H",7.945,22.2077665899552,3.62883710214896e-10,21.7,154,1.13607561552462e-08,8.32022055108002e-08,9.32400473498873e-07,FALSE,FALSE,FALSE
"GATD3A","Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial",1.09,"Up in X5H",7.913,22.0309482814922,3.94017463850601e-10,20.57,11,1.2206289704733e-08,3.94209436530897e-09,1.19617294151452e-07,FALSE,TRUE,FALSE
"MYO1D","Unconventional myosin-Id",0.99,"Up in X5H",7.913,22.0398975647096,3.92373390077549e-10,19.04,32,1.2206289704733e-08,1.46731468202034e-08,2.90371270017201e-07,TRUE,FALSE,FALSE
"ALAD","Delta-aminolevulinic acid dehydratase",3.98,"Up in X5H",7.91,22.0015784333467,3.99466142377659e-10,17.12,5,1.23106310648365e-08,2.14952209756276e-09,7.94920140704927e-08,TRUE,FALSE,FALSE
"RNPEP","Aminopeptidase B",1.17,"Up in X5H",7.903,21.9389764593705,4.11357028389637e-10,20.02,30,1.25052067959384e-08,9.97122541375233e-09,2.20156323956335e-07,FALSE,FALSE,FALSE
"SPINT1","Kunitz-type protease inhibitor 1",1.54,"Up in X5H",7.903,21.9350262772158,4.12120217206015e-10,17.23,7,1.25052067959384e-08,1.44660660781163e-09,6.15796496289309e-08,TRUE,FALSE,FALSE
"ADI1","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",1.7,"Up in X5H",7.902,21.9198987128516,4.15057263336567e-10,19.95,10,1.25300705467473e-08,3.08680180457574e-09,9.98065916812822e-08,FALSE,FALSE,FALSE
"PPCS","Phosphopantothenate--cysteine ligase",1.7,"Up in X5H",7.891,21.8437053370664,4.30202492603998e-10,18.01,9,1.28561017613023e-08,2.77800439214209e-09,9.44681148753147e-08,FALSE,FALSE,FALSE
"NID1","Nidogen-1;Nidogen-1",-3.51,"Up in X1H",7.865,-21.6810447458789,4.64597318789702e-10,17.08,1,1.36422500922368e-08,2.33741436365379e-10,2.19531441106976e-08,FALSE,FALSE,FALSE
"PCCA","Propionyl-CoA carboxylase alpha chain, mitochondrial",0.81,"Up in X5H",7.865,21.6759064589175,4.65731708404908e-10,19.32,28,1.36422500922368e-08,2.83407165946587e-08,4.56347562094205e-07,FALSE,FALSE,FALSE
"PDXP","Pyridoxal phosphate phosphatase",1.71,"Up in X5H",7.865,21.70380083772,4.59609598033169e-10,18.73,12,1.36422500922368e-08,4.04479577058514e-09,1.20266615952524e-07,FALSE,FALSE,FALSE
"SMARCA5","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Probable global transcription activator SNF2L1",-1.07,"Up in X1H",7.862,-21.6501013940957,4.71474723460456e-10,18.96,7,1.37424430478597e-08,6.87078294472055e-10,4.21846359429737e-08,FALSE,TRUE,FALSE
"APOE","Apolipoprotein E",-1.68,"Up in X1H",7.861,-21.6366086347374,4.74508377408619e-10,24.58,28,1.37630689663078e-08,6.12262930613883e-09,1.5959294098865e-07,FALSE,FALSE,FALSE
"NUP210","Nuclear pore membrane glycoprotein 210",0.88,"Up in X5H",7.859,21.6069578354738,4.81250186219252e-10,19.97,44,1.38476173524546e-08,2.64587400281592e-08,4.35502137441027e-07,FALSE,TRUE,FALSE
"SULT1A3","Sulfotransferase 1A3",1.26,"Up in X5H",7.855,21.5651280359784,4.90939903570354e-10,20.47,12,1.39658240837778e-08,5.07533334098953e-09,1.37929939638247e-07,FALSE,FALSE,FALSE
"CEBPZ","CCAAT/enhancer-binding protein zeta",-0.8,"Up in X1H",7.848,-21.4961345147817,5.07391321412528e-10,19.59,24,1.41839373918557e-08,2.76045817435294e-08,4.4749674020949e-07,FALSE,TRUE,FALSE
"GSTM3","Glutathione S-transferase Mu 3;Glutathione S-transferase Mu 3",1.3,"Up in X5H",7.848,21.4928235525363,5.08195830162821e-10,19.52,15,1.41839373918557e-08,6.55319615961099e-09,1.64301956256009e-07,TRUE,FALSE,FALSE
"RFC2","Replication factor C subunit 2",-1.18,"Up in X1H",7.848,-21.522341356809,5.01072401724346e-10,18.59,9,1.41839373918557e-08,2.84680693912833e-09,9.52685765413128e-08,FALSE,TRUE,FALSE
"SF3B1","Splicing factor 3B subunit 1",-0.62,"Up in X1H",7.848,-21.4987557569501,5.06755390651377e-10,21.53,42,1.41839373918557e-08,1.10685424318625e-07,1.1469801325627e-06,FALSE,TRUE,FALSE
"CRAT","Carnitine O-acetyltransferase",0.89,"Up in X5H",7.846,21.472334390459,5.13205478851161e-10,19.51,16,1.42565108843301e-08,1.33057897790542e-08,2.73369299037026e-07,TRUE,FALSE,FALSE
"SNRNP200","U5 small nuclear ribonucleoprotein 200 kDa helicase",-0.74,"Up in X1H",7.831,-21.3911530468945,5.33591913844599e-10,20.32,91,1.47535670757874e-08,5.99842359205746e-08,7.40974371486513e-07,FALSE,TRUE,FALSE
"MTREX","Exosome RNA helicase MTR4",-0.96,"Up in X1H",7.83,-21.3757347468357,5.37562943921933e-10,19.15,21,1.47864333923794e-08,1.56807141159664e-08,2.98336930624351e-07,FALSE,TRUE,FALSE
"RNF149","E3 ubiquitin-protein ligase RNF149",-1.77,"Up in X1H",7.83,-21.3671862897117,5.3977853857596e-10,18.45,6,1.47864333923794e-08,1.52981409120466e-09,6.41979431039572e-08,FALSE,FALSE,FALSE
"RO60","60 kDa SS-A/Ro ribonucleoprotein",1.25,"Up in X5H",7.821,21.3148904269219,5.53551865194235e-10,18.79,13,1.50938543149967e-08,6.28351786945904e-09,1.61650327102561e-07,FALSE,FALSE,FALSE
"PDIA5","Protein disulfide-isomerase A5",1,"Up in X5H",7.82,21.2978685642905,5.58117485306468e-10,20.19,24,1.5148537433754e-08,1.59526844868652e-08,3.01571993957767e-07,FALSE,TRUE,FALSE
"CEMIP2","Cell surface hyaluronidase",-1.24,"Up in X1H",7.819,-21.2830420921986,5.62127812478999e-10,18.09,19,1.51877181115901e-08,9.04421951516094e-09,2.05036961192365e-07,FALSE,FALSE,FALSE
"RFC5","Replication factor C subunit 5",-1.14,"Up in X1H",7.818,-21.2723784880688,5.65031623410454e-10,18.55,6,1.51967823441802e-08,3.06126917631148e-10,2.55120136848381e-08,FALSE,TRUE,FALSE
"UTP4","U3 small nucleolar RNA-associated protein 4 homolog",-1.53,"Up in X1H",7.804,-21.196683568627,5.86121644796465e-10,18.45,10,1.5692677702537e-08,4.23738372730354e-09,1.2473930106694e-07,FALSE,TRUE,FALSE
"EPHX2","Bifunctional epoxide hydrolase 2",1.02,"Up in X5H",7.802,21.1390110673848,6.02767884918649e-10,18.53,10,1.57813167038214e-08,4.53924605872936e-09,1.29128456391835e-07,FALSE,TRUE,FALSE
"HNMT","Histamine N-methyltransferase",1.78,"Up in X5H",7.802,21.1696171078094,5.93870503607278e-10,19.19,9,1.57813167038214e-08,3.77507106701444e-09,1.15736246132251e-07,FALSE,FALSE,FALSE
"PGLS","6-phosphogluconolactonase",1.65,"Up in X5H",7.802,21.1488090648736,5.99903784165102e-10,19.96,11,1.57813167038214e-08,4.77359130040081e-09,1.32607228753388e-07,FALSE,FALSE,FALSE
"PKN2","Serine/threonine-protein kinase N2",1.15,"Up in X5H",7.802,21.1622108175414,5.96010316178733e-10,17.25,20,1.57813167038214e-08,1.11165002659255e-08,2.36605511055688e-07,FALSE,FALSE,FALSE
"C5","Complement C5",-1.49,"Up in X1H",7.797,-21.0973621091037,6.15110419614219e-10,21.61,46,1.5963194530076e-08,9.4551290002922e-09,2.11916660207307e-07,TRUE,FALSE,FALSE
"PEBP1","Phosphatidylethanolamine-binding protein 1",1.3,"Up in X5H",7.797,21.1013081425623,6.13929258768915e-10,22.96,18,1.5963194530076e-08,8.75217102348012e-09,2.00723240100511e-07,FALSE,FALSE,FALSE
"MYH9","Myosin-9;Myosin-9;Myosin-9;Myosin-9;Myosin-10;Myosin-10;Myosin-10",-0.97,"Up in X1H",7.792,-21.0674902147218,6.24132936244653e-10,20.08,10,1.61266139028804e-08,4.71980040517267e-09,1.31731410365126e-07,FALSE,TRUE,FALSE
"A1BG","Alpha-1B-glycoprotein",-2.28,"Up in X1H",7.791,-21.044396710381,6.31207266981071e-10,19.2,4,1.61681965312857e-08,9.49730867685965e-10,4.99370684381364e-08,TRUE,FALSE,FALSE
"EEFSEC","Selenocysteine-specific elongation factor",1.61,"Up in X5H",7.791,21.0481268920895,6.30058673306729e-10,17.79,12,1.61681965312857e-08,5.45512262618942e-09,1.46054120267705e-07,FALSE,FALSE,FALSE
"SIAE","Sialate O-acetylesterase",1.98,"Up in X5H",7.786,21.0080805167671,6.42510111441818e-10,18.52,8,1.63867772819019e-08,3.63790434900626e-09,1.12860470436146e-07,TRUE,FALSE,FALSE
"SHTN1","Shootin-1",1.24,"Up in X5H",7.773,20.9397303816808,6.64387854758925e-10,17.48,14,1.68720297708522e-08,7.97895646480335e-09,1.90570521684263e-07,FALSE,FALSE,FALSE
"MOV10","Helicase MOV-10",0.89,"Up in X5H",7.758,20.8628905629949,6.89960058421142e-10,19.87,32,1.74465541268286e-08,2.87732377639722e-08,4.57664644756516e-07,FALSE,TRUE,FALSE
"DECR2","Peroxisomal 2,4-dienoyl-CoA reductase",0.91,"Up in X5H",7.755,20.8374049059564,6.98677725583255e-10,19.43,10,1.7591813201175e-08,5.27218581399703e-09,1.42060289199666e-07,FALSE,TRUE,FALSE
"DECR1","2,4-dienoyl-CoA reductase, mitochondrial",0.66,"Up in X5H",7.741,20.765200874603,7.24036543846404e-10,21.27,18,1.81530687709287e-08,4.82494096782742e-08,6.31031253451535e-07,FALSE,FALSE,FALSE
"COL2A1","Collagen alpha-1(II) chain",-4.34,"Up in X1H",7.736,-20.734338258301,7.35181291357657e-10,16.31,5,1.83547160378197e-08,4.03266472823255e-09,1.20266615952524e-07,FALSE,FALSE,FALSE
"ENTPD5","Ectonucleoside triphosphate diphosphohydrolase 5",1.19,"Up in X5H",7.725,20.6757339600252,7.5686347138247e-10,18.38,12,1.88166435301264e-08,7.55124931897524e-09,1.82713969829353e-07,TRUE,FALSE,FALSE
"SPR","Sepiapterin reductase",0.94,"Up in X5H",7.722,20.6444288976576,7.68731249328803e-10,19.78,13,1.89524283428272e-08,1.12793847545292e-08,2.38338444438212e-07,FALSE,TRUE,FALSE
"TRIM24","Transcription intermediary factor 1-alpha",-0.99,"Up in X1H",7.722,-20.6495654550888,7.6677010547202e-10,18.02,12,1.89524283428272e-08,9.02125175756665e-09,2.05036961192365e-07,FALSE,TRUE,FALSE
"SERPINF2","Alpha-2-antiplasmin",-1.68,"Up in X1H",7.718,-20.6175317083573,7.79090561057905e-10,19.1,5,1.91281280073843e-08,9.70268682564124e-10,4.99370684381364e-08,FALSE,FALSE,FALSE
"UBTF","Nucleolar transcription factor 1",-1.09,"Up in X1H",7.712,-20.5788836874967,7.94243758166718e-10,20.08,17,1.93975186587899e-08,1.31806729258632e-08,2.7174230558304e-07,FALSE,FALSE,FALSE
"RANGAP1","Ran GTPase-activating protein 1",-0.8,"Up in X1H",7.687,-20.4473176362385,8.48293148743448e-10,19.6,20,2.05711088570286e-08,3.1967931410737e-08,4.83361725347988e-07,FALSE,TRUE,FALSE
"GSN","Gelsolin",-1.06,"Up in X1H",7.682,-20.4194957849425,8.60230333588203e-10,21.88,26,2.07754403422098e-08,1.94491415497851e-08,3.48380202684144e-07,TRUE,FALSE,FALSE
"DPP3","Dipeptidyl peptidase 3",1.29,"Up in X5H",7.669,20.3488791464468,8.91361588668559e-10,19.48,34,2.14397826022433e-08,1.48600757433412e-08,2.92116505559302e-07,FALSE,FALSE,FALSE
"LRP1","Prolow-density lipoprotein receptor-related protein 1",-0.84,"Up in X1H",7.668,-20.3336682161208,8.98227254508903e-10,19.95,65,2.14542396243201e-08,4.69462039726765e-08,6.24226267205229e-07,FALSE,FALSE,FALSE
"OAT","Ornithine aminotransferase, mitochondrial",-1,"Up in X1H",7.668,-20.3314917082646,8.99214369922491e-10,21.43,25,2.14542396243201e-08,2.22041095218504e-08,3.81923593141827e-07,FALSE,TRUE,FALSE
"NCL","Nucleolin",-0.66,"Up in X1H",7.666,-20.3001928448771,9.13541301351157e-10,24.3,44,2.15557671230553e-08,1.10272918670576e-07,1.14471028030491e-06,FALSE,TRUE,FALSE
"PGM2L1","Glucose 1,6-bisphosphate synthase",1.84,"Up in X5H",7.666,20.2983366401531,9.14398774359792e-10,16.86,10,2.15557671230553e-08,6.25352365299007e-09,1.61650327102561e-07,TRUE,FALSE,FALSE
"SLC27A2","Very long-chain acyl-CoA synthetase",2.15,"Up in X5H",7.666,20.3085072722893,9.09711225460811e-10,17.95,14,2.15557671230553e-08,7.29530997958143e-09,1.79113481946819e-07,TRUE,FALSE,FALSE
"QPRT","Nicotinate-nucleotide pyrophosphorylase [carboxylating]",1.58,"Up in X5H",7.664,20.2785880215321,9.23576309171234e-10,20.2,10,2.16857183387547e-08,6.36036077821964e-09,1.61891598424417e-07,FALSE,FALSE,FALSE
"NCAPG","Condensin complex subunit 3",-2.62,"Up in X1H",7.659,-20.2468121451537,9.38555157784677e-10,15.66,9,2.19503196387823e-08,6.02592365954213e-09,1.57767213688101e-07,TRUE,FALSE,FALSE
"PLXNB1","Plexin-B2;Plexin-B1",1.29,"Up in X5H",7.644,20.1672163214977,9.77254553011228e-10,16.78,9,2.26761380006566e-08,5.5333241549586e-09,1.47480536148153e-07,FALSE,TRUE,FALSE
"PNO1","RNA-binding protein PNO1",-1.25,"Up in X1H",7.644,-20.1744396473601,9.73671607787288e-10,18.97,6,2.26761380006566e-08,1.08422979278084e-09,5.26572572559386e-08,FALSE,TRUE,FALSE
"EPS15","Epidermal growth factor receptor substrate 15",1.13,"Up in X5H",7.633,20.1075602146297,1.00740245383426e-09,16.44,12,2.32843762474115e-08,9.97158945754568e-09,2.20156323956335e-07,FALSE,FALSE,FALSE
"PGAM1","Phosphoglycerate mutase 1",0.89,"Up in X5H",7.626,20.0702162706574,1.02679111485025e-09,21.35,16,2.36401674185562e-08,2.15312743808465e-08,3.71848219372379e-07,FALSE,TRUE,FALSE
"CD81","CD81 antigen",-3.43,"Up in X1H",7.618,-20.0248997420861,1.05086869638232e-09,16.83,4,2.41007367305977e-08,4.00761090356903e-09,1.20266615952524e-07,FALSE,FALSE,FALSE
"FAM114A2","Protein FAM114A2",2.28,"Up in X5H",7.611,19.9878259907394,1.07102588298084e-09,15.31,6,2.44681859057824e-08,4.46035078534157e-09,1.27678496236521e-07,FALSE,FALSE,FALSE
"PNPO","Pyridoxine-5'-phosphate oxidase",1.35,"Up in X5H",7.607,19.9549385952267,1.08926095442077e-09,19.03,13,2.46940883804892e-08,1.02974041785573e-08,2.248329908654e-07,FALSE,TRUE,FALSE
"RCC2","Protein RCC2",-0.89,"Up in X1H",7.607,-19.9585887972021,1.08722038428098e-09,19.42,19,2.46940883804892e-08,2.7500387024243e-08,4.47032390171555e-07,TRUE,FALSE,FALSE
"LSS","Lanosterol synthase",1.19,"Up in X5H",7.601,19.918864113089,1.10965428142572e-09,19.66,31,2.5060398409145e-08,1.97285807915097e-08,3.49503031566954e-07,FALSE,TRUE,FALSE
"SDC4","Syndecan-4",-1.74,"Up in X1H",7.593,-19.8770028134418,1.13384356163388e-09,19.27,5,2.55093245406375e-08,1.79104516203055e-09,7.15133303084581e-08,FALSE,FALSE,FALSE
"ITGB1","Integrin beta-1",-0.83,"Up in X1H",7.59,-19.8560979307322,1.14613858053368e-09,20.3,17,2.56882650796128e-08,2.96233791980705e-08,4.67417425906622e-07,FALSE,TRUE,FALSE
"SERPINB6","Serpin B6;Serpin B6",1.22,"Up in X5H",7.581,19.8083140333167,1.17479301390361e-09,18.96,10,2.62311330689346e-08,8.0518219403525e-09,1.90570521684263e-07,FALSE,FALSE,FALSE
"AKR1A1","Aldo-keto reductase family 1 member A1",1.15,"Up in X5H",7.579,19.790873072812,1.18544606028677e-09,19.87,21,2.63694899951759e-08,1.89242328204204e-08,3.42430231187852e-07,FALSE,TRUE,FALSE
"TPR","Nucleoprotein TPR",-0.46,"Up in X1H",7.557,-19.6850960938812,1.2523606779626e-09,19.96,69,2.77536259606919e-08,8.48013772551693e-07,5.60010880824594e-06,FALSE,TRUE,FALSE
"BOP1","Ribosome biogenesis protein BOP1",-0.99,"Up in X1H",7.555,-19.6691351682911,1.26281121293756e-09,19.67,18,2.78807983095206e-08,2.32090908805788e-08,3.95758474756152e-07,FALSE,TRUE,FALSE
"LGALS2","Galectin-2",2.33,"Up in X5H",7.554,19.6497711681001,1.27561807767657e-09,18.19,10,2.7954933946712e-08,8.37409601589458e-09,1.96625103674795e-07,FALSE,FALSE,FALSE
"PIGS","GPI transamidase component PIG-S",0.8,"Up in X5H",7.554,19.656667849148,1.27104058372621e-09,18.08,15,2.7954933946712e-08,2.8381933893978e-08,4.56347562094205e-07,FALSE,TRUE,FALSE
"CKB","Creatine kinase B-type",-2.26,"Up in X1H",7.552,-19.6373389413589,1.28391522471356e-09,18.85,9,2.80329386886722e-08,7.91845776123088e-09,1.90461441354484e-07,TRUE,FALSE,FALSE
"AIFM2","Ferroptosis suppressor protein 1",-1.08,"Up in X1H",7.552,-19.6279095138891,1.2902476639639e-09,19.87,16,2.80676302488029e-08,1.81163780979279e-08,3.318718551252e-07,FALSE,TRUE,FALSE
"NOP53","Ribosome biogenesis protein NOP53",-2.1,"Up in X1H",7.546,-19.5901778395568,1.31593051747474e-09,16.69,5,2.84173754448834e-08,3.45256763086757e-09,1.09832487483029e-07,TRUE,FALSE,FALSE
"SUCLG2","Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",0.76,"Up in X5H",7.541,19.5587143012416,1.33777425201351e-09,20.92,20,2.87840372696872e-08,4.90781719226482e-08,6.3543882552803e-07,FALSE,TRUE,FALSE
"PEPD","Xaa-Pro dipeptidase",1.72,"Up in X5H",7.538,19.5249400554228,1.36166408103843e-09,19.87,14,2.89818934082892e-08,1.13602151857514e-08,2.38363096645714e-07,FALSE,FALSE,FALSE
"PLA2G2A","Phospholipase A2, membrane associated",-4.49,"Up in X1H",7.538,-19.5253767104281,1.36135225938396e-09,16.35,4,2.89818934082892e-08,6.52232179705172e-09,1.64223736481511e-07,FALSE,FALSE,FALSE
"SERPINA1","Alpha-1-antitrypsin",-1.21,"Up in X1H",7.535,-19.5060616846237,1.37522032282597e-09,20.87,21,2.916551487513e-08,1.95395359426491e-08,3.48380202684144e-07,FALSE,FALSE,FALSE
"SERPINA5","Plasma serine protease inhibitor",-1.85,"Up in X1H",7.53,-19.4760765667331,1.39705629187168e-09,18.29,6,2.95227931393027e-08,4.58584687562467e-09,1.29829932837661e-07,FALSE,FALSE,FALSE
"AK2","Adenylate kinase 2, mitochondrial",0.72,"Up in X5H",7.523,19.4373102226796,1.42585043609878e-09,22.59,15,3.00240463715177e-08,3.95618009549274e-08,5.61360134892819e-07,FALSE,TRUE,FALSE
"GFM1","Elongation factor G, mitochondrial",-0.83,"Up in X1H",7.516,-19.4004049470842,1.45386576076531e-09,19.42,23,3.05054032143557e-08,4.62890184710492e-08,6.18686454477386e-07,FALSE,TRUE,FALSE
"DUSP3","Dual specificity protein phosphatase 3",1.76,"Up in X5H",7.511,19.3648231620438,1.48144684915786e-09,17.83,9,3.08652148115038e-08,8.747713258186e-09,2.00723240100511e-07,FALSE,FALSE,FALSE
"UTP14A","U3 small nucleolar RNA-associated protein 14 homolog C;U3 small nucleolar RNA-associated protein 14 homolog A",-1.5,"Up in X1H",7.511,-19.3694132693446,1.4778569343593e-09,18.5,6,3.08652148115038e-08,3.30361942498785e-09,1.0566224939272e-07,FALSE,TRUE,FALSE
"UGT2A3","UDP-glucuronosyltransferase 2A3",1.04,"Up in X5H",7.495,19.2928103082135,1.53903358603512e-09,19.78,10,3.19524972932273e-08,1.04320762336293e-08,2.26936011302885e-07,FALSE,TRUE,FALSE
"GTF2I","General transcription factor II-I",-0.62,"Up in X1H",7.493,-19.275154615501,1.5535228268232e-09,19.98,27,3.21405404416535e-08,1.39164895734932e-07,1.37929428486364e-06,FALSE,TRUE,FALSE
"FAH","Fumarylacetoacetase",1.4,"Up in X5H",7.49,19.2443952810359,1.5791230057882e-09,20.07,12,3.23310409178158e-08,1.27666499547288e-08,2.64126810427028e-07,FALSE,FALSE,FALSE
"THOC2","THO complex subunit 2",-0.74,"Up in X1H",7.49,-19.2492658119855,1.57503885648568e-09,18.69,21,3.23310409178158e-08,6.08870444805808e-08,7.42999206182002e-07,FALSE,TRUE,FALSE
"UHRF1","E3 ubiquitin-protein ligase UHRF2;E3 ubiquitin-protein ligase UHRF1",-4.17,"Up in X1H",7.49,-19.2474284714888,1.57657818790356e-09,16.37,15,3.23310409178158e-08,1.05192076572767e-08,2.27993229700023e-07,TRUE,FALSE,FALSE
"LTA4H","Leukotriene A-4 hydrolase",1.75,"Up in X5H",7.488,19.2289166095658,1.59217955789458e-09,19.55,26,3.24859532553869e-08,1.54943126099281e-08,2.98336930624351e-07,FALSE,FALSE,FALSE
"CNDP2","Cytosolic non-specific dipeptidase",1.23,"Up in X5H",7.472,19.1376841690317,1.67157326985336e-09,20.26,20,3.37566520058782e-08,2.15555077310674e-08,3.71848219372379e-07,FALSE,FALSE,FALSE
